seqname	start	end	exon_id	strand	event_type	junction_id_l	junction_id_r	coord_prev	coord_next	novel_length	expr_exon	expr_junction	phastcons	meta	sample_count	GB_link
chr11	16111803	16111926	chr11_16111803_16111926_-	-	3'AS	chr11_16097688_16111803_-	chr11_16111926_16183886_-	16097688	16183886	3	9.54	10.07	765.0	Muscle,Testis	69	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A16097678%2D16183896
chr20	45803330	45803378	chr20_45803330_45803378_+	+	3'AS	chr20_45802057_45803330_+	chr20_45803378_45805146_+	45802057	45805146	3	8.08	5.0	493.0	Brain	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A45802047%2D45805156
chr2	172080128	172080208	chr2_172080128_172080208_+	+	5'AS	chr2_172079262_172080128_+	chr2_172080208_172080328_+	172079262	172080328	2	9.68	7.0	453.69	Lung,Muscle,Nerve,Ovary	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A172079252%2D172080338
chr11	47268229	47268355	chr11_47268229_47268355_+	+	3'AS	chr11_47268026_47268229_+	chr11_47268355_47268550_+	47268026	47268550	32	49.53	10.0	522.79	Brain,Liver,Prostate	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A47268016%2D47268560
chr12	132140423	132140555	chr12_132140423_132140555_-	-	3'AS	chr12_132140199_132140423_-	chr12_132140555_132140620_-	132140199	132140620	16	11.14	7.77	133.63	Blood Vessel,Brain,Breast,Heart,Prostate,Testis	13	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A132140189%2D132140630
chr7	87170940	87171089	chr7_87170940_87171089_+	+	3'AS	chr7_87166605_87170940_+	chr7_87171089_87173535_+	87166605	87173535	55	9.17	5.5	216.21	Breast,Colon	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A87166595%2D87173545
chr19	5595361	5595510	chr19_5595361_5595510_-	-	3'AS	chr19_5594178_5595361_-	chr19_5595510_5598793_-	5594178	5598793	13	18.64	6.33	237.75	Skin,Thyroid,Uterus	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A5594168%2D5598803
chr3	50110679	50110776	chr3_50110679_50110776_+	+	5'AS	chr3_50110463_50110679_+	chr3_50110776_50113383_+	50110463	50113383	6	12.4	6.0	290.94	Lung,Uterus	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A50110453%2D50113393
chrX	65524056	65524691	chrX_65524056_65524691_-	-	3'AS	chrX_65523707_65524056_-	chrX_65524691_65524965_-	65523707	65524965	77	14.67	9.5	706.0	Lung	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A65523697%2D65524975
chr4	70793785	70793915	chr4_70793785_70793915_+	+	5'AS	chr4_70789592_70793785_+	chr4_70793915_70794795_+	70789592	70794795	11	8.86	7.5	365.18	Uterus,Vagina	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A70789582%2D70794805
chr4	113330246	113330554	chr4_113330246_113330554_+	+	5'AS	chr4_113318620_113330246_+	chr4_113330554_113333054_+	113318620	113333054	84	6.05	7.0	254.47	Adipose Tissue	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A113318610%2D113333064
chr5	37045443	37045603	chr5_37045443_37045603_+	+	5'AS	chr5_37044729_37045443_+	chr5_37045603_37046109_+	37044729	37046109	6	9.79	6.67	441.94	Blood Vessel	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A37044719%2D37046119
chr18	47889021	47889091	chr18_47889021_47889091_-	-	CE	chr18_47870564_47889021_-	chr18_47889091_47896521_-	47870564	47896521	70	12.45	7.63	20.52	Muscle,Testis	8	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A47870554%2D47896531
chr1	224392752	224393354	chr1_224392752_224393354_-	-	CE	chr1_224389860_224392752_-	chr1_224393354_224393828_-	224389860	224393828	602	9.5	8.33	1.36	Testis	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A224389850%2D224393838
chr19	13145531	13145587	chr19_13145531_13145587_-	-	CE	chr19_13145395_13145531_-	chr19_13145587_13149029_-	13145395	13149029	56	23.7	7.67	0.0	Liver,Thyroid	12	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A13145385%2D13149039
chr3	129026442	129026644	chr3_129026442_129026644_+	+	CE	chr3_129004077_129026442_+	chr3_129026644_129030703_+	129004077	129030703	202	13.96	7.0	0.0	Lung	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A129004067%2D129030713
chr16	84429172	84432979	chr16_84429172_84432979_+	+	CE	chr16_84425801_84429172_+	chr16_84432979_84439166_+	84425801	84439166	3807	37.33	6.0	0.57	Colon	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A84425791%2D84439176
chr4	155727010	155727243	chr4_155727010_155727243_+	+	CE	chr4_155722192_155727010_+	chr4_155727243_155730030_+	155722192	155730030	233	12.29	6.0	0.0	Lung	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A155722182%2D155730040
chr15	63629530	63629697	chr15_63629530_63629697_-	-	CE	chr15_63628815_63629530_-	chr15_63629697_63630466_-	63628815	63630466	167	12.74	7.67	9.12	Colon	9	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A63628805%2D63630476
chr6	154426866	154427031	chr6_154426866_154427031_-	-	CE	chr6_154422983_154426866_-	chr6_154427031_154428128_-	154422983	154428128	165	22.01	9.6	0.0	Adipose Tissue,Brain,Breast,Nerve,Skin	15	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A154422973%2D154428138
chr11	68441263	68441381	chr11_68441263_68441381_+	+	CE	chr11_68439916_68441263_+	chr11_68441381_68446436_+	68439916	68446436	118	27.14	9.67	0.0	Blood Vessel,Liver,Skin	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A68439906%2D68446446
chr17	35780710	35784559	chr17_35780710_35784559_-	-	CE	chr17_35779323_35780710_-	chr17_35784559_35795267_-	35779323	35795267	3849	15.91	6.0	35.13	Nerve	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A35779313%2D35795277
chr20	58702923	58705403	chr20_58702923_58705403_+	+	CE	chr20_58701158_58702923_+	chr20_58705403_58705498_+	58701158	58705498	2480	38.69	7.25	2.57	Adrenal Gland,Blood,Lung,Pituitary	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A58701148%2D58705508
chr1	165217131	165217411	chr1_165217131_165217411_+	+	CE	chr1_165216141_165217131_+	chr1_165217411_165218593_+	165216141	165218593	280	12.51	8.2	1.77	Testis	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A165216131%2D165218603
chr7	76477297	76477630	chr7_76477297_76477630_-	-	CE	chr7_76474948_76477297_-	chr7_76477630_76478766_-	76474948	76478766	333	10.35	7.5	5.53	Testis	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A76474938%2D76478776
chr7	77769944	77769985	chr7_77769944_77769985_+	+	CE	chr7_77768803_77769944_+	chr7_77769985_77773147_+	77768803	77773147	41	10.76	6.0	16.33	Brain	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A77768793%2D77773157
chr20	25286141	25288225	chr20_25286141_25288225_+	+	CE	chr20_25284251_25286141_+	chr20_25288225_25288425_+	25284251	25288425	2084	24.49	11.86	2.16	Muscle	14	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A25284241%2D25288435
chrX	15284478	15284571	chrX_15284478_15284571_-	-	CE	chrX_15283629_15284478_-	chrX_15284571_15287881_-	15283629	15287881	93	9.7	6.0	4.94	Muscle	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A15283619%2D15287891
chr3	113330798	113331009	chr3_113330798_113331009_-	-	CE	chr3_113330668_113330798_-	chr3_113331009_113333406_-	113330668	113333406	211	24.68	9.67	5.25	Brain	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A113330658%2D113333416
chr6	11295370	11295398	chr6_11295370_11295398_+	+	CE	chr6_11295085_11295370_+	chr6_11295398_11295769_+	11295085	11295769	28	16.94	9.0	49.54	Lung	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A11295075%2D11295779
chr1	99918992	99919222	chr1_99918992_99919222_+	+	CE	chr1_99916731_99918992_+	chr1_99919222_99921534_+	99916731	99921534	230	9.81	6.0	0.0	Brain	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A99916721%2D99921544
chr12	81122758	81122865	chr12_81122758_81122865_-	-	CE	chr12_81118052_81122758_-	chr12_81122865_81124399_-	81118052	81124399	107	10.82	6.0	10.3	Testis	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A81118042%2D81124409
chr3	64533566	64533645	chr3_64533566_64533645_-	-	CE	chr3_64533270_64533566_-	chr3_64533645_64539203_-	64533270	64539203	79	10.49	6.0	211.63	Heart	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A64533260%2D64539213
chr2	101274031	101274738	chr2_101274031_101274738_-	-	CE	chr2_101273341_101274031_-	chr2_101274738_101281859_-	101273341	101281859	707	48.87	28.36	210.87	Blood,Lung,Skin	14	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A101273331%2D101281869
chr18	23822252	23822388	chr18_23822252_23822388_+	+	5'AS	chr18_23822041_23822252_+	chr18_23822388_23824423_+	23822041	23824423	13	6.92	6.0	130.38	Nerve	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A23822031%2D23824433
chr7	77282532	77282785	chr7_77282532_77282785_+	+	3'AS	chr7_77280653_77282532_+	chr7_77282785_77286798_+	77280653	77286798	25	9.49	6.0	154.67	Vagina	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A77280643%2D77286808
chrX	80023057	80023240	chrX_80023057_80023240_+	+	3'AS	chrX_80022444_80023057_+	chrX_80023240_80024063_+	80022444	80024063	3	11.86	8.5	292.14	Testis,Thyroid	18	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A80022434%2D80024073
chr15	48767060	48767214	chr15_48767060_48767214_-	-	3'AS	chr15_48762672_48767060_-	chr15_48767214_48767335_-	48762672	48767335	22	6.03	6.0	188.85	Testis	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A48762662%2D48767345
chr11	205952	206060	chr11_205952_206060_-	-	3'AS	chr11_205667_205952_-	chr11_206060_207303_-	205667	207303	17	12.07	6.0	154.93	Testis	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A205657%2D207313
chr3	49419710	49419813	chr3_49419710_49419813_-	-	3'AS	chr3_49419405_49419710_-	chr3_49419813_49420211_-	49419405	49420211	25	19.82	6.0	190.17	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A49419395%2D49420221
chr3	68988269	68988381	chr3_68988269_68988381_-	-	5'AS	chr3_68987513_68988269_-	chr3_68988381_68988506_-	68987513	68988506	26	7.24	6.0	137.03	Lung	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A68987503%2D68988516
chr16	2113157	2113292	chr16_2113157_2113292_-	-	5'AS	chr16_2112963_2113157_-	chr16_2113292_2114170_-	2112963	2114170	4	9.63	20.85	401.13	Adrenal Gland,Blood Vessel,Brain,Breast,Colon,Esophagus,Heart,Lung,Nerve,Ovary,Pituitary,Prostate,Skin,Stomach,Thyroid,Uterus,Vagina	73	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A2112953%2D2114180
chr16	15106630	15106751	chr16_15106630_15106751_-	-	CE	chr16_15106320_15106630_-	chr16_15106751_15107330_-	15106320	15107330	121	69.41	11.88	0.0	Blood Vessel,Brain,Nerve,Ovary,Skin	8	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A15106310%2D15107340
chr1	211276023	211276135	chr1_211276023_211276135_+	+	CE	chr1_211274262_211276023_+	chr1_211276135_211276257_+	211274262	211276257	112	13.81	7.0	123.67	Muscle	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A211274252%2D211276267
chr9	34619720	34619781	chr9_34619720_34619781_-	-	CE	chr9_34618760_34619720_-	chr9_34619781_34620369_-	34618760	34620369	61	12.29	7.0	16.06	Nerve	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A34618750%2D34620379
chr11	43411887	43411927	chr11_43411887_43411927_+	+	CE	chr11_43407577_43411887_+	chr11_43411927_43414590_+	43407577	43414590	40	21.18	14.0	46.12	Adipose Tissue,Blood,Breast,Muscle,Nerve	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A43407567%2D43414600
chr10	113035941	113037175	chr10_113035941_113037175_+	+	CE	chr10_112964624_113035941_+	chr10_113037175_113040025_+	112964624	113040025	1234	16.24	7.5	185.79	Liver,Stomach	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A112964614%2D113040035
chr2	135930482	135930599	chr2_135930482_135930599_-	-	CE	chr2_135924498_135930482_-	chr2_135930599_135932783_-	135924498	135932783	117	9.85	7.0	0.0	Thyroid	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A135924488%2D135932793
chr15	63141001	63141079	chr15_63141001_63141079_+	+	CE	chr15_63129650_63141001_+	chr15_63141079_63141280_+	63129650	63141280	78	27.74	8.5	26.55	Brain	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A63129640%2D63141290
chr4	48992986	48993045	chr4_48992986_48993045_+	+	CE	chr4_48992090_48992986_+	chr4_48993045_48994619_+	48992090	48994619	59	11.27	7.0	11.31	Skin	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A48992080%2D48994629
chr3	27409158	27409262	chr3_27409158_27409262_-	-	CE	chr3_27404963_27409158_-	chr3_27409262_27409356_-	27404963	27409356	104	16.41	7.0	667.96	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A27404953%2D27409366
chr2	178752174	178752274	chr2_178752174_178752274_-	-	CE	chr2_178752039_178752174_-	chr2_178752274_178753124_-	178752039	178753124	100	28.64	8.6	0.0	Heart,Muscle	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A178752029%2D178753134
chr22	50590726	50592624	chr22_50590726_50592624_+	+	CE	chr22_50587455_50590726_+	chr22_50592624_50595191_+	50587455	50595191	1898	12.29	9.75	5.14	Brain	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A50587445%2D50595201
chr9	19026	24552	chr9_19026_24552_-	-	CE	chr9_18492_19026_-	chr9_24552_24851_-	18492	24851	5526	21.86	7.67	3.25	Testis	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A18482%2D24861
chr11	10581353	10581637	chr11_10581353_10581637_-	-	CE	chr11_10580589_10581353_-	chr11_10581637_10581867_-	10580589	10581867	284	31.02	12.0	117.37	Blood Vessel	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A10580579%2D10581877
chr3	156515940	156516099	chr3_156515940_156516099_+	+	CE	chr3_156515220_156515940_+	chr3_156516099_156516270_+	156515220	156516270	159	10.07	7.0	24.06	Nerve	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A156515210%2D156516280
chr2	210601317	210601406	chr2_210601317_210601406_+	+	CE	chr2_210600712_210601317_+	chr2_210601406_210602202_+	210600712	210602202	89	9.78	7.0	28.86	Testis	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A210600702%2D210602212
