seqname	start	end	exon_id	strand	event_type	junction_id_l	junction_id_r	coord_prev	coord_next	novel_length	expr_exon	expr_junction	phastcons	meta	sample_count	GB_link
chr3	49685856	49685962	chr3_49685856_49685962_-	-	5'AS	chr3_49685732_49685856_-	chr3_49685962_49686062_-	49685732	49686062	4	12.14	5.0	307.2	Thyroid	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A49685722%2D49686072
chr11	12349835	12349937	chr11_12349835_12349937_+	+	3'AS	chr11_12327266_12349835_+	chr11_12349937_12354784_+	12327266	12354784	3	17.32	16.18	685.0	Blood,Blood Vessel,Brain,Colon,Lung,Skin,Testis,Thyroid	411	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A12327256%2D12354794
chr4	15630666	15630794	chr4_15630666_15630794_-	-	3'AS	chr4_15628033_15630666_-	chr4_15630794_15636494_-	15628033	15636494	3	42.27	7.67	272.0	Blood,Breast,Thyroid	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A15628023%2D15636504
chr7	30852216	30852346	chr7_30852216_30852346_+	+	5'AS	chr7_30850555_30852216_+	chr7_30852346_30853394_+	30850555	30853394	67	8.06	8.0	395.13	Blood Vessel,Esophagus	9	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A30850545%2D30853404
chr12	22668598	22668722	chr12_22668598_22668722_+	+	5'AS	chr12_22661205_22668598_+	chr12_22668722_22671272_+	22661205	22671272	22	14.18	8.0	732.0	Breast,Lung,Skin	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A22661195%2D22671282
chr17	18101485	18101590	chr17_18101485_18101590_+	+	3'AS	chr17_18100659_18101485_+	chr17_18101590_18101921_+	18100659	18101921	10	10.79	10.0	312.08	Brain	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A18100649%2D18101931
chr7	151051810	151051903	chr7_151051810_151051903_+	+	5'AS	chr7_151051319_151051810_+	chr7_151051903_151051983_+	151051319	151051983	2	8.52	5.0	359.38	Brain	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A151051309%2D151051993
chr7	151013726	151013912	chr7_151013726_151013912_-	-	5'AS	chr7_151013408_151013726_-	chr7_151013912_151014082_-	151013408	151014082	4	12.15	5.0	407.13	Esophagus	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A151013398%2D151014092
chr1	93522888	93523091	chr1_93522888_93523091_+	+	CE	chr1_93522135_93522888_+	chr1_93523091_93523344_+	93522135	93523344	203	14.3	8.29	677.25	Testis	14	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A93522125%2D93523354
chr17	36567385	36567568	chr17_36567385_36567568_+	+	CE	chr17_36560871_36567385_+	chr17_36567568_36567663_+	36560871	36567663	183	27.77	10.33	642.85	Testis	30	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A36560861%2D36567673
chr10	50008500	50008633	chr10_50008500_50008633_+	+	5'AS	chr10_50008076_50008500_+	chr10_50008633_50008711_+	50008076	50008711	45	6.32	6.0	268.64	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A50008066%2D50008721
chr16	3992146	3992367	chr16_3992146_3992367_-	-	3'AS	chr16_3989096_3992146_-	chr16_3992367_3993406_-	3989096	3993406	4	7.18	6.0	304.33	Thyroid	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A3989086%2D3993416
chr1	21602800	21602913	chr1_21602800_21602913_-	-	5'AS	chr1_21601797_21602800_-	chr1_21602913_21606066_-	21601797	21606066	4	35.61	6.4	325.13	Brain,Kidney,Thyroid	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A21601787%2D21606076
chr1	100912112	100912246	chr1_100912112_100912246_+	+	5'AS	chr1_100911150_100912112_+	chr1_100912246_100913663_+	100911150	100913663	8	7.05	6.0	614.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A100911140%2D100913673
chr11	62831019	62831177	chr11_62831019_62831177_-	-	3'AS	chr11_62827631_62831019_-	chr11_62831177_62831954_-	62827631	62831954	67	7.67	6.0	680.0	Adipose Tissue	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A62827621%2D62831964
chr1	81987869	81987920	chr1_81987869_81987920_+	+	5'AS	chr1_81987029_81987869_+	chr1_81987920_81990391_+	81987029	81990391	34	10.96	10.75	785.0	Brain	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A81987019%2D81990401
chr16	16387611	16387806	chr16_16387611_16387806_+	+	3'AS	chr16_16387498_16387611_+	chr16_16387806_16390767_+	16387498	16390767	51	29.87	11.0	576.0	Blood Vessel,Lung,Muscle	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A16387488%2D16390777
chr12	121517000	121517031	chr12_121517000_121517031_-	-	CE	chr12_121516863_121517000_-	chr12_121517031_121520985_-	121516863	121520985	31	12.06	7.0	205.02	Liver,Testis	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A121516853%2D121520995
chr3	27409158	27409262	chr3_27409158_27409262_-	-	CE	chr3_27404963_27409158_-	chr3_27409262_27409356_-	27404963	27409356	104	16.41	7.0	825.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A27404953%2D27409366
chr5	5453116	5453212	chr5_5453116_5453212_+	+	CE	chr5_5447897_5453116_+	chr5_5453212_5454552_+	5447897	5454552	96	10.92	8.0	488.92	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A5447887%2D5454562
chr17	4988779	4988976	chr17_4988779_4988976_-	-	3'AS	chr17_4988554_4988779_-	chr17_4988976_4989428_-	4988554	4989428	32	26.3	8.0	241.02	Testis	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A4988544%2D4989438
chrX	41187968	41188117	chrX_41187968_41188117_+	+	3'AS	chrX_41186642_41187968_+	chrX_41188117_41189309_+	41186642	41189309	24	5.85	8.0	275.11	Colon	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A41186632%2D41189319
chr3	138289048	138289131	chr3_138289048_138289131_+	+	5'AS	chr3_138284526_138289048_+	chr3_138289131_138290546_+	138284526	138290546	11	7.16	8.0	666.0	Nerve	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A138284516%2D138290556
chr14	50752518	50752780	chr14_50752518_50752780_-	-	3'AS	chr14_50748105_50752518_-	chr14_50752780_50754563_-	50748105	50754563	47	11.35	8.0	316.55	Brain	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A50748095%2D50754573
chr1	21728566	21728719	chr1_21728566_21728719_-	-	5'AS	chr1_21724095_21728566_-	chr1_21728719_21729704_-	21724095	21729704	4	13.32	7.16	668.0	Adipose Tissue,Blood Vessel,Brain,Heart,Lung,Nerve,Ovary,Pancreas,Prostate,Skin,Stomach,Thyroid	38	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A21724085%2D21729714
chr6	31744190	31744303	chr6_31744190_31744303_+	+	5'AS	chr6_31744025_31744190_+	chr6_31744303_31744546_+	31744025	31744546	4	15.92	15.82	533.0	Adipose Tissue,Blood,Brain,Breast,Colon,Esophagus,Lung,Muscle,Nerve,Ovary,Pituitary,Prostate,Skin,Stomach,Testis,Thyroid,Uterus,Vagina	212	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A31744015%2D31744556
chr1	31915891	31915987	chr1_31915891_31915987_-	-	5'AS	chr1_31911826_31915891_-	chr1_31915987_31918970_-	31911826	31918970	4	41.82	8.0	391.2	Adipose Tissue,Blood,Blood Vessel,Brain,Breast,Colon,Esophagus,Lung,Muscle,Nerve,Prostate	23	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A31911816%2D31918980
chr13	24892643	24892869	chr13_24892643_24892869_-	-	3'AS	chr13_24889400_24892643_-	chr13_24892869_24899419_-	24889400	24899419	2	19.36	8.3	344.62	Brain,Testis,Thyroid	20	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A24889390%2D24899429
chr7	55984812	55984878	chr7_55984812_55984878_+	+	3'AS	chr7_55983868_55984812_+	chr7_55984878_55994894_+	55983868	55994894	35	8.05	8.2	394.89	Lung,Ovary,Pituitary,Testis,Thyroid	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A55983858%2D55994904
chr1	160261285	160261400	chr1_160261285_160261400_-	-	3'AS	chr1_160244034_160261285_-	chr1_160261400_160262117_-	160244034	160262117	42	22.72	7.44	359.25	Adipose Tissue,Brain,Heart,Lung,Muscle,Ovary,Pituitary,Testis,Thyroid,Vagina	18	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A160244024%2D160262127
chr3	64654572	64654635	chr3_64654572_64654635_-	-	3'AS	chr3_64654458_64654572_-	chr3_64654635_64655576_-	64654458	64655576	23	6.36	5.0	476.82	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A64654448%2D64655586
chr17	38738353	38738451	chr17_38738353_38738451_-	-	3'AS	chr17_38736170_38738353_-	chr17_38738451_38738541_-	38736170	38738541	3	70.25	5.0	340.71	Adipose Tissue	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A38736160%2D38738551
chr4	166007943	166008061	chr4_166007943_166008061_+	+	5'AS	chr4_166003569_166007943_+	chr4_166008061_166014436_+	166003569	166014436	13	7.5	6.2	666.0	Blood Vessel,Brain	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A166003559%2D166014446
chr6	109447681	109447734	chr6_109447681_109447734_-	-	3'AS	chr6_109447440_109447681_-	chr6_109447734_109447875_-	109447440	109447875	12	38.05	15.0	240.0	Blood	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A109447430%2D109447885
chr1	156957792	156957846	chr1_156957792_156957846_-	-	3'AS	chr1_156956564_156957792_-	chr1_156957846_156958742_-	156956564	156958742	31	9.29	6.25	228.29	Blood,Esophagus,Pituitary	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A156956554%2D156958752
chrX	65524056	65524691	chrX_65524056_65524691_-	-	3'AS	chrX_65523707_65524056_-	chrX_65524691_65524965_-	65523707	65524965	77	14.67	9.5	620.0	Lung	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A65523697%2D65524975
chr14	74552892	74553076	chr14_74552892_74553076_-	-	3'AS	chr14_74552393_74552892_-	chr14_74553076_74555503_-	74552393	74555503	14	14.48	7.68	568.0	Adipose Tissue,Blood Vessel,Thyroid	25	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A74552383%2D74555513
chr10	31822243	31822365	chr10_31822243_31822365_-	-	CE	chr10_31820488_31822243_-	chr10_31822365_31826304_-	31820488	31826304	122	32.66	16.5	523.96	Brain	34	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A31820478%2D31826314
chr3	121928421	121928560	chr3_121928421_121928560_+	+	5'AS	chr3_121927839_121928421_+	chr3_121928560_121928982_+	121927839	121928982	5	5.5	6.0	318.31	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A121927829%2D121928992
chr10	73912200	73912343	chr10_73912200_73912343_-	-	3'AS	chr10_73912095_73912200_-	chr10_73912343_73913043_-	73912095	73913043	59	15.66	8.5	268.07	Testis	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A73912085%2D73913053
chr6	42963067	42963214	chr6_42963067_42963214_+	+	3'AS	chr6_42962878_42963067_+	chr6_42963214_42963328_+	42962878	42963328	5	14.31	8.25	313.69	Blood,Pituitary,Stomach	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A42962868%2D42963338
chr2	169947883	169947937	chr2_169947883_169947937_+	+	CE	chr2_169947715_169947883_+	chr2_169947937_169949605_+	169947715	169949605	54	14.21	7.0	557.54	Muscle	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A169947705%2D169949615
chr3	42559284	42559384	chr3_42559284_42559384_-	-	CE	chr3_42557696_42559284_-	chr3_42559384_42561117_-	42557696	42561117	100	20.44	9.0	231.39	Muscle	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A42557686%2D42561127
chr1	186332195	186332361	chr1_186332195_186332361_-	-	3'AS	chr1_186331581_186332195_-	chr1_186332361_186333122_-	186331581	186333122	18	15.25	8.0	254.21	Testis	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A186331571%2D186333132
chrX	100831050	100831136	chrX_100831050_100831136_+	+	CE	chrX_100830867_100831050_+	chrX_100831136_100831515_+	100830867	100831515	86	20.75	8.0	502.61	Brain	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A100830857%2D100831525
chr22	40869992	40870139	chr22_40869992_40870139_+	+	3'AS	chr22_40869115_40869992_+	chr22_40870139_40881770_+	40869115	40881770	56	8.23	8.0	563.0	Testis	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A40869105%2D40881780
chr9	138032682	138032770	chr9_138032682_138032770_+	+	CE	chr9_138025172_138032682_+	chr9_138032770_138043774_+	138025172	138043774	88	19.59	11.0	577.0	Brain	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A138025162%2D138043784
chr2	127715799	127715907	chr2_127715799_127715907_-	-	CE	chr2_127714021_127715799_-	chr2_127715907_127717155_-	127714021	127717155	108	11.62	10.0	482.23	Brain	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A127714011%2D127717165
chr11	47268155	47268355	chr11_47268155_47268355_+	+	3'AS	chr11_47268026_47268155_+	chr11_47268355_47268550_+	47268026	47268550	106	28.63	10.0	251.24	Liver	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A47268016%2D47268560
chr16	47313729	47313836	chr16_47313729_47313836_-	-	3'AS	chr16_47311412_47313729_-	chr16_47313836_47365788_-	47311412	47365788	13	6.91	12.0	400.92	Prostate	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A47311402%2D47365798
chr1	53074578	53074670	chr1_53074578_53074670_+	+	3'AS	chr1_53071628_53074578_+	chr1_53074670_53075862_+	53071628	53075862	28	52.83	15.0	439.15	Pituitary	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A53071618%2D53075872
chr11	59657080	59657153	chr11_59657080_59657153_-	-	CE	chr11_59656600_59657080_-	chr11_59657153_59657530_-	59656600	59657530	73	16.84	11.16	687.0	Adipose Tissue,Adrenal Gland,Blood,Blood Vessel,Brain,Breast,Colon,Esophagus,Fallopian Tube,Heart,Kidney,Liver,Lung,Muscle,Nerve,Ovary,Pancreas,Pituitary,Prostate,Skin,Stomach,Testis,Thyroid,Uterus,Vagina	2200	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A59656590%2D59657540
chr14	75906555	75906683	chr14_75906555_75906683_+	+	5'AS	chr14_75902224_75906555_+	chr14_75906683_75954424_+	75902224	75954424	6	37.79	27.39	646.0	Brain,Heart,Testis,Thyroid	79	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A75902214%2D75954434
chr10	70162690	70162817	chr10_70162690_70162817_-	-	3'AS	chr10_70161931_70162690_-	chr10_70162817_70170413_-	70161931	70170413	58	18.76	8.63	356.0	Adipose Tissue,Adrenal Gland,Blood,Blood Vessel,Breast,Colon,Esophagus,Heart,Liver,Lung,Muscle,Nerve,Ovary,Skin,Stomach,Thyroid,Uterus,Vagina	121	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A70161921%2D70170423
chr1	159931453	159931624	chr1_159931453_159931624_-	-	3'AS	chr1_159931261_159931453_-	chr1_159931624_159931812_-	159931261	159931812	21	12.65	10.47	445.63	Adipose Tissue,Breast,Colon,Esophagus,Fallopian Tube,Heart,Liver,Pancreas,Prostate,Skin,Stomach,Testis,Vagina	89	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A159931251%2D159931822
chr5	123186825	123186973	chr5_123186825_123186973_+	+	CE	chr5_123180323_123186825_+	chr5_123186973_123187087_+	123180323	123187087	148	14.8	8.5	876.0	Blood Vessel,Lung	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A123180313%2D123187097
chr1	153639368	153639451	chr1_153639368_153639451_+	+	CE	chr1_153638448_153639368_+	chr1_153639451_153642243_+	153638448	153642243	83	31.77	11.36	676.0	Heart,Muscle	44	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A153638438%2D153642253
chr5	179619269	179619483	chr5_179619269_179619483_-	-	3'AS	chr5_179618323_179619269_-	chr5_179619483_179620892_-	179618323	179620892	76	31.44	5.0	831.0	Liver	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A179618313%2D179620902
chr11	16111803	16111926	chr11_16111803_16111926_-	-	3'AS	chr11_16097688_16111803_-	chr11_16111926_16183886_-	16097688	16183886	3	9.58	10.04	774.0	Muscle,Testis	68	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A16097678%2D16183896
chr2	148784668	148785003	chr2_148784668_148785003_+	+	5'AS	chr2_148783756_148784668_+	chr2_148785003_148786305_+	148783756	148786305	2	6.84	6.13	722.0	Adipose Tissue,Muscle,Nerve,Skin,Uterus,Vagina	8	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A148783746%2D148786315
chrX	48558897	48559026	chrX_48558897_48559026_+	+	5'AS	chrX_48545023_48558897_+	chrX_48559026_48559158_+	48545023	48559158	2	6.89	5.0	385.69	Vagina	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A48545013%2D48559168
chr15	80929019	80929178	chr15_80929019_80929178_+	+	5'AS	chr15_80928937_80929019_+	chr15_80929178_80931859_+	80928937	80931859	4	5.32	5.0	448.93	Lung	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A80928927%2D80931869
chr11	65976379	65976568	chr11_65976379_65976568_+	+	3'AS	chr11_65967821_65976379_+	chr11_65976568_65976656_+	65967821	65976656	16	12.16	7.0	237.33	Nerve,Prostate	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A65967811%2D65976666
chrX	43958472	43958873	chrX_43958472_43958873_-	-	3'AS	chrX_43950026_43958472_-	chrX_43958873_43973304_-	43950026	43973304	21	6.61	5.0	462.19	Brain	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A43950016%2D43973314
chr2	241044420	241044530	chr2_241044420_241044530_+	+	CE	chr2_241040413_241044420_+	chr2_241044530_241048315_+	241040413	241048315	110	21.96	12.22	200.83	Adipose Tissue,Blood Vessel,Breast,Colon,Esophagus,Fallopian Tube,Lung,Nerve,Ovary,Prostate,Skin,Thyroid,Uterus,Vagina	171	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A241040403%2D241048325
chr7	139363176	139363452	chr7_139363176_139363452_+	+	CE	chr7_139360322_139363176_+	chr7_139363452_139376062_+	139360322	139376062	276	19.94	10.05	755.0	Blood Vessel,Brain,Colon,Esophagus,Heart,Lung,Muscle,Prostate,Skin,Thyroid	64	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A139360312%2D139376072
chr2	152645434	152645609	chr2_152645434_152645609_+	+	CE	chr2_152640914_152645434_+	chr2_152645609_152647796_+	152640914	152647796	175	68.36	11.13	785.0	Muscle	15	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A152640904%2D152647806
chr11	46860929	46860987	chr11_46860929_46860987_-	-	CE	chr11_46859315_46860929_-	chr11_46860987_46862606_-	46859315	46862606	58	15.26	9.3	648.0	Heart,Muscle	46	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A46859305%2D46862616
chr3	180975048	180975147	chr3_180975048_180975147_+	+	CE	chr3_180971155_180975048_+	chr3_180975147_180975313_+	180971155	180975313	99	23.28	6.0	218.41	Testis	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A180971145%2D180975323
chr12	4279263	4279372	chr12_4279263_4279372_+	+	CE	chr12_4278919_4279263_+	chr12_4279372_4285275_+	4278919	4285275	109	10.7	6.0	221.83	Blood	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A4278909%2D4285285
chr9	108983417	108983459	chr9_108983417_108983459_-	-	CE	chr9_108983315_108983417_-	chr9_108983459_108984347_-	108983315	108984347	42	9.88	6.0	591.0	Brain	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A108983305%2D108984357
chr1	206476181	206476366	chr1_206476181_206476366_+	+	5'AS	chr1_206474994_206476181_+	chr1_206476366_206476678_+	206474994	206476678	4	10.76	6.0	296.4	Blood	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A206474984%2D206476688
chr21	21286269	21286424	chr21_21286269_21286424_+	+	5'AS	chr21_21284400_21286269_+	chr21_21286424_21292104_+	21284400	21292104	12	9.86	11.0	579.0	Liver,Nerve	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr21%3A21284390%2D21292114
chr16	48130772	48130895	chr16_48130772_48130895_-	-	5'AS	chr16_48128737_48130772_-	chr16_48130895_48133687_-	48128737	48133687	16	9.88	6.0	506.0	Testis	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A48128727%2D48133697
chr10	113089397	113089540	chr10_113089397_113089540_+	+	3'AS	chr10_113040126_113089397_+	chr10_113089540_113141184_+	113040126	113141184	3	9.2	7.0	659.0	Blood Vessel,Stomach	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A113040116%2D113141194
chr9	85646321	85646435	chr9_85646321_85646435_-	-	3'AS	chr9_85642943_85646321_-	chr9_85646435_85655143_-	85642943	85655143	17	7.58	7.0	516.68	Testis	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A85642933%2D85655153
chr3	51360491	51360632	chr3_51360491_51360632_+	+	3'AS	chr3_51358077_51360491_+	chr3_51360632_51361859_+	51358077	51361859	20	9.08	8.5	307.65	Brain,Nerve	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A51358067%2D51361869
