seqname	start	end	exon_id	strand	event_type	junction_id_l	junction_id_r	coord_prev	coord_next	novel_length	expr_exon	expr_junction	phastcons	meta	sample_count	GB_link
chr6	17633512	17633578	chr6_17633512_17633578_-	-	CE	chr6_17632844_17633512_-	chr6_17633578_17637153_-	17632844	17637153	66	30.04	6.33	23.69	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A17632834%2D17637163
chr11	1014341	1014499	chr11_1014341_1014499_-	-	CE	chr11_1014001_1014341_-	chr11_1014499_1015762_-	1014001	1015762	158	71.62	39.14	4.56	""	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A1013991%2D1015772
chr18	5196233	5196626	chr18_5196233_5196626_-	-	CE	chr18_5145755_5196233_-	chr18_5196626_5197038_-	5145755	5197038	393	19.38	12.13	50.89	""	24	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A5145745%2D5197048
chr14	39037466	39037608	chr14_39037466_39037608_-	-	CE	chr14_39033328_39037466_-	chr14_39037608_39039031_-	39033328	39039031	142	25.59	5.0	24.69	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A39033318%2D39039041
chr11	64825436	64825485	chr11_64825436_64825485_-	-	CE	chr11_64824529_64825436_-	chr11_64825485_64826470_-	64824529	64826470	49	19.69	9.29	0.0	""	48	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A64824519%2D64826480
chr11	12349835	12349937	chr11_12349835_12349937_+	+	3'AS	chr11_12327266_12349835_+	chr11_12349937_12354784_+	12327266	12354784	3	16.16	13.4	629.0	""	552	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A12327256%2D12354794
chr2	43742728	43742918	chr2_43742728_43742918_+	+	3'AS	chr2_43741043_43742728_+	chr2_43742918_43743834_+	43741043	43743834	13	21.42	13.48	468.75	""	29	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A43741033%2D43743844
chr17	12994764	12994898	chr17_12994764_12994898_-	-	3'AS	chr17_12994503_12994764_-	chr17_12994898_12994963_-	12994503	12994963	14	19.62	5.0	234.6	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A12994493%2D12994973
chr3	14924002	14924138	chr3_14924002_14924138_+	+	3'AS	chr3_14923175_14924002_+	chr3_14924138_14926070_+	14923175	14926070	6	29.04	24.92	270.0	""	569	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A14923165%2D14926080
chr13	113190868	113190975	chr13_113190868_113190975_-	-	5'AS	chr13_113185560_113190868_-	chr13_113190975_113195071_-	113185560	113195071	4	11.59	6.25	373.27	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A113185550%2D113195081
chr15	65705968	65706224	chr15_65705968_65706224_-	-	5'AS	chr15_65703008_65705968_-	chr15_65706224_65715478_-	65703008	65715478	123	12.27	7.52	630.17	""	29	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A65702998%2D65715488
chr3	130956104	130956190	chr3_130956104_130956190_+	+	5'AS	chr3_130955080_130956104_+	chr3_130956190_130959275_+	130955080	130959275	11	18.82	5.0	663.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A130955070%2D130959285
chr12	6678663	6678801	chr12_6678663_6678801_-	-	3'AS	chr12_6678460_6678663_-	chr12_6678801_6678946_-	6678460	6678946	91	22.07	7.0	794.0	""	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A6678450%2D6678956
chr1	113682184	113682302	chr1_113682184_113682302_+	+	3'AS	chr1_113681336_113682184_+	chr1_113682302_113682897_+	113681336	113682897	28	14.84	8.8	787.0	""	20	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A113681326%2D113682907
chr20	21339020	21339088	chr20_21339020_21339088_+	+	3'AS	chr20_21334185_21339020_+	chr20_21339088_21340721_+	21334185	21340721	24	9.02	8.75	739.0	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A21334175%2D21340731
chr1	33527196	33527261	chr1_33527196_33527261_-	-	3'AS	chr1_33525043_33527196_-	chr1_33527261_33533050_-	33525043	33533050	3	14.22	13.65	597.0	""	211	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A33525033%2D33533060
chr1	21705727	21705876	chr1_21705727_21705876_-	-	3'AS	chr1_21704392_21705727_-	chr1_21705876_21706126_-	21704392	21706126	39	10.08	5.0	75.66	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A21704382%2D21706136
chr2	44217943	44218078	chr2_44217943_44218078_+	+	3'AS	chr2_44209327_44217943_+	chr2_44218078_44218480_+	44209327	44218480	24	19.14	11.67	250.89	""	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A44209317%2D44218490
chr1	169888664	169888890	chr1_169888664_169888890_-	-	5'AS	chr1_169878819_169888664_-	chr1_169888890_169893788_-	169878819	169893788	12	9.02	7.67	224.78	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A169878809%2D169893798
chr3	53809978	53810302	chr3_53809978_53810302_+	+	5'AS	chr3_53808770_53809978_+	chr3_53810302_53811113_+	53808770	53811113	4	13.53	5.5	329.0	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A53808760%2D53811123
chr9	14750412	14750510	chr9_14750412_14750510_-	-	CE	chr9_14750276_14750412_-	chr9_14750510_14756374_-	14750276	14756374	98	26.18	9.0	569.77	""	25	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A14750266%2D14756384
chrX	54990639	54990720	chrX_54990639_54990720_-	-	CE	chrX_54963382_54990639_-	chrX_54990720_54998406_-	54963382	54998406	81	22.02	13.19	205.09	""	102	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A54963372%2D54998416
chr13	24506033	24506356	chr13_24506033_24506356_-	-	CE	chr13_24503777_24506033_-	chr13_24506356_24512706_-	24503777	24512706	323	14.31	10.0	0.0	""	9	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A24503767%2D24512716
chr5	151541893	151541972	chr5_151541893_151541972_-	-	CE	chr5_151540763_151541893_-	chr5_151541972_151542285_-	151540763	151542285	79	18.2	7.17	9.8	""	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A151540753%2D151542295
chr13	24897318	24897538	chr13_24897318_24897538_-	-	CE	chr13_24892867_24897318_-	chr13_24897538_24899419_-	24892867	24899419	220	11.18	6.0	0.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A24892857%2D24899429
chr12	115962439	115962505	chr12_115962439_115962505_-	-	CE	chr12_115961398_115962439_-	chr12_115962505_115963407_-	115961398	115963407	66	11.99	7.33	7.35	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A115961388%2D115963417
chr19	48386926	48387061	chr19_48386926_48387061_-	-	CE	chr19_48384482_48386926_-	chr19_48387061_48389553_-	48384482	48389553	135	16.89	11.75	0.0	""	20	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A48384472%2D48389563
chr19	55321371	55321419	chr19_55321371_55321419_-	-	CE	chr19_55321093_55321371_-	chr19_55321419_55322648_-	55321093	55322648	48	16.09	6.0	0.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A55321083%2D55322658
chr10	114362948	114363172	chr10_114362948_114363172_-	-	CE	chr10_114340731_114362948_-	chr10_114363172_114404440_-	114340731	114404440	224	27.28	18.72	17.77	""	226	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A114340721%2D114404450
chr5	141668471	141668567	chr5_141668471_141668567_-	-	CE	chr5_141666643_141668471_-	chr5_141668567_141669709_-	141666643	141669709	96	14.45	6.0	0.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A141666633%2D141669719
chr12	7013335	7013416	chr12_7013335_7013416_-	-	CE	chr12_6983539_7013335_-	chr12_7013416_7018274_-	6983539	7018274	81	10.38	6.0	25.98	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A6983529%2D7018284
chr3	108215278	108215388	chr3_108215278_108215388_-	-	CE	chr3_108214021_108215278_-	chr3_108215388_108218535_-	108214021	108218535	110	20.18	12.88	0.0	""	25	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A108214011%2D108218545
chr2	74534912	74535142	chr2_74534912_74535142_-	-	CE	chr2_74534774_74534912_-	chr2_74535142_74535292_-	74534774	74535292	230	27.36	10.67	0.0	""	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A74534764%2D74535302
chr4	67867488	67867544	chr4_67867488_67867544_-	-	CE	chr4_67859678_67867488_-	chr4_67867544_67883926_-	67859678	67883926	56	21.67	15.1	0.0	""	30	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A67859668%2D67883936
chr18	58496331	58496798	chr18_58496331_58496798_-	-	CE	chr18_58482039_58496331_-	chr18_58496798_58498049_-	58482039	58498049	467	16.09	8.38	4.36	""	8	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A58482029%2D58498059
chr8	123412080	123412177	chr8_123412080_123412177_-	-	CE	chr8_123380677_123412080_-	chr8_123412177_123416248_-	123380677	123416248	97	12.2	6.67	12.22	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A123380667%2D123416258
chr12	92871409	92871534	chr12_92871409_92871534_-	-	CE	chr12_92864987_92871409_-	chr12_92871534_92891629_-	92864987	92891629	125	18.96	16.16	530.18	""	31	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A92864977%2D92891639
chr11	63208131	63208285	chr11_63208131_63208285_+	+	CE	chr11_63166944_63208131_+	chr11_63208285_63219915_+	63166944	63219915	154	13.71	6.0	0.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A63166934%2D63219925
chr1	197062857	197063078	chr1_197062857_197063078_-	-	3'AS	chr1_197061969_197062857_-	chr1_197063078_197067160_-	197061969	197067160	21	27.13	6.0	263.81	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A197061959%2D197067170
chr7	100818520	100818698	chr7_100818520_100818698_-	-	3'AS	chr7_100817357_100818520_-	chr7_100818698_100819557_-	100817357	100819557	54	5.47	6.0	73.28	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A100817347%2D100819567
chr6	75894802	75894840	chr6_75894802_75894840_+	+	3'AS	chr6_75892690_75894802_+	chr6_75894840_75895231_+	75892690	75895231	12	32.84	18.8	397.52	""	10	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A75892680%2D75895241
chr6	109447681	109447734	chr6_109447681_109447734_-	-	3'AS	chr6_109447440_109447681_-	chr6_109447734_109447875_-	109447440	109447875	12	43.84	15.52	262.74	""	23	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A109447430%2D109447885
chr15	42166128	42166232	chr15_42166128_42166232_-	-	5'AS	chr15_42165816_42166128_-	chr15_42166232_42166563_-	42165816	42166563	31	6.39	6.0	101.9	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A42165806%2D42166573
chr16	67826125	67826282	chr16_67826125_67826282_+	+	3'AS	chr16_67826076_67826125_+	chr16_67826282_67826437_+	67826076	67826437	27	10.03	7.0	123.13	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A67826066%2D67826447
chr20	45949333	45949425	chr20_45949333_45949425_-	-	3'AS	chr20_45949251_45949333_-	chr20_45949425_45949485_-	45949251	45949485	27	16.18	7.0	203.58	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A45949241%2D45949495
chr5	1036254	1036384	chr5_1036254_1036384_+	+	3'AS	chr5_1035473_1036254_+	chr5_1036384_1037805_+	1035473	1037805	3	7.52	6.0	281.57	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A1035463%2D1037815
chr9	19379463	19379618	chr9_19379463_19379618_-	-	5'AS	chr9_19378918_19379463_-	chr9_19379618_19380190_-	19378918	19380190	24	594.21	16.89	108.8	""	18	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A19378908%2D19380200
chr1	16261001	16261166	chr1_16261001_16261166_-	-	CE	chr1_16256759_16261001_-	chr1_16261166_16294783_-	16256759	16294783	165	14.24	9.17	24.37	""	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A16256749%2D16294793
chr11	6398693	6398749	chr11_6398693_6398749_-	-	CE	chr11_6396215_6398693_-	chr11_6398749_6400989_-	6396215	6400989	56	32.96	11.8	0.0	""	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A6396205%2D6400999
chr9	120925016	120925144	chr9_120925016_120925144_-	-	CE	chr9_120923792_120925016_-	chr9_120925144_120925936_-	120923792	120925936	128	19.48	10.67	1.85	""	9	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A120923782%2D120925946
chr2	113245904	113246111	chr2_113245904_113246111_-	-	CE	chr2_113244624_113245904_-	chr2_113246111_113246754_-	113244624	113246754	207	31.9	7.0	5.89	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A113244614%2D113246764
chr2	144182350	144182476	chr2_144182350_144182476_-	-	CE	chr2_144178960_144182350_-	chr2_144182476_144208603_-	144178960	144208603	126	12.65	7.0	0.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A144178950%2D144208613
chr10	127178946	127179038	chr10_127178946_127179038_-	-	CE	chr10_127177139_127178946_-	chr10_127179038_127192605_-	127177139	127192605	92	38.29	11.64	0.0	""	11	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A127177129%2D127192615
chr9	124994667	124994793	chr9_124994667_124994793_-	-	CE	chr9_124976186_124994667_-	chr9_124994793_124994934_-	124976186	124994934	126	15.39	9.78	652.43	""	9	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A124976176%2D124994944
chr1	45488574	45488604	chr1_45488574_45488604_-	-	CE	chr1_45457871_45488574_-	chr1_45488604_45490852_-	45457871	45490852	30	17.19	11.89	49.05	""	9	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A45457861%2D45490862
chr17	40499346	40499497	chr17_40499346_40499497_-	-	CE	chr17_40496520_40499346_-	chr17_40499497_40501534_-	40496520	40501534	151	32.02	18.4	11.44	""	10	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A40496510%2D40501544
chr17	41516104	41516286	chr17_41516104_41516286_-	-	3'AS	chr17_41516010_41516104_-	chr17_41516286_41516808_-	41516010	41516808	21	305.14	39.69	117.5	""	16	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A41516000%2D41516818
chr9	122998576	122998766	chr9_122998576_122998766_+	+	3'AS	chr9_122997361_122998576_+	chr9_122998766_123010354_+	122997361	123010354	21	11.88	11.09	164.25	""	11	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A122997351%2D123010364
chr1	23419077	23419207	chr1_23419077_23419207_-	-	3'AS	chr1_23418009_23419077_-	chr1_23419207_23424565_-	23418009	23424565	68	27.35	13.29	178.99	""	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A23417999%2D23424575
chr19	5641740	5641950	chr19_5641740_5641950_+	+	5'AS	chr19_5641658_5641740_+	chr19_5641950_5645337_+	5641658	5645337	4	15.16	9.0	441.6	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A5641648%2D5645347
chr15	63654119	63654375	chr15_63654119_63654375_-	-	3'AS	chr15_63652541_63654119_-	chr15_63654375_63655742_-	63652541	63655742	51	14.35	12.25	744.0	""	16	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A63652531%2D63655752
chr16	29872187	29872308	chr16_29872187_29872308_-	-	3'AS	chr16_29871728_29872187_-	chr16_29872308_29872409_-	29871728	29872409	25	27.02	7.0	154.06	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A29871718%2D29872419
chr1	43602071	43602108	chr1_43602071_43602108_+	+	5'AS	chr1_43598913_43602071_+	chr1_43602108_43603416_+	43598913	43603416	11	75.65	7.0	656.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A43598903%2D43603426
chr11	93695482	93695673	chr11_93695482_93695673_+	+	3'AS	chr11_93692030_93695482_+	chr11_93695673_93696320_+	93692030	93696320	15	12.22	9.5	349.38	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A93692020%2D93696330
chr15	77254873	77254928	chr15_77254873_77254928_-	-	CE	chr15_77252526_77254873_-	chr15_77254928_77283883_-	77252526	77283883	55	19.01	11.2	52.0	""	10	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A77252516%2D77283893
chr13	42975893	42976122	chr13_42975893_42976122_-	-	CE	chr13_42970670_42975893_-	chr13_42976122_42991978_-	42970670	42991978	229	22.52	12.0	34.95	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A42970660%2D42991988
chr12	116730585	116730730	chr12_116730585_116730730_-	-	CE	chr12_116723223_116730585_-	chr12_116730730_116737790_-	116723223	116737790	145	27.34	8.0	109.85	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A116723213%2D116737800
chr5	11014357	11014422	chr5_11014357_11014422_-	-	CE	chr5_10992677_11014357_-	chr5_11014422_11017974_-	10992677	11017974	65	10.33	8.0	3.38	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A10992667%2D11017984
chr7	506547	508399	chr7_506547_508399_-	-	CE	chr7_501242_506547_-	chr7_508399_510809_-	501242	510809	1852	28.04	8.75	7.26	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A501232%2D510819
chr12	22392301	22392465	chr12_22392301_22392465_-	-	CE	chr12_22354783_22392301_-	chr12_22392465_22436876_-	22354783	22436876	164	16.77	10.5	131.06	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A22354773%2D22436886
chr19	43915899	43915930	chr19_43915899_43915930_-	-	CE	chr19_43915200_43915899_-	chr19_43915930_43918870_-	43915200	43918870	31	25.75	15.6	0.0	""	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A43915190%2D43918880
chr2	113244853	113246115	chr2_113244853_113246115_-	-	CE	chr2_113244624_113244853_-	chr2_113246115_113246754_-	113244624	113246754	1262	17.21	8.0	5.17	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A113244614%2D113246764
chr17	79948665	79948760	chr17_79948665_79948760_-	-	CE	chr17_79947831_79948665_-	chr17_79948760_79948872_-	79947831	79948872	95	19.62	9.5	0.0	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A79947821%2D79948882
chr2	197616952	197617073	chr2_197616952_197617073_-	-	CE	chr2_197615979_197616952_-	chr2_197617073_197617800_-	197615979	197617800	121	17.03	13.4	60.14	""	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A197615969%2D197617810
chr11	86557952	86557993	chr11_86557952_86557993_-	-	CE	chr11_86556702_86557952_-	chr11_86557993_86559690_-	86556702	86559690	41	12.31	8.0	0.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A86556692%2D86559700
chr3	113330798	113331782	chr3_113330798_113331782_-	-	CE	chr3_113330668_113330798_-	chr3_113331782_113333406_-	113330668	113333406	984	11.96	10.0	13.04	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A113330658%2D113333416
chr20	37386411	37386477	chr20_37386411_37386477_+	+	3'AS	chr20_37386174_37386411_+	chr20_37386477_37393895_+	37386174	37393895	49	16.71	8.0	474.3	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A37386164%2D37393905
chr21	44325153	44325277	chr21_44325153_44325277_+	+	5'AS	chr21_44324917_44325153_+	chr21_44325277_44325961_+	44324917	44325961	13	34.26	8.0	174.33	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr21%3A44324907%2D44325971
chr3	9818770	9818920	chr3_9818770_9818920_+	+	3'AS	chr3_9817759_9818770_+	chr3_9818920_9820546_+	9817759	9820546	52	16.4	8.0	493.75	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A9817749%2D9820556
chr1	186331498	186331596	chr1_186331498_186331596_-	-	3'AS	chr1_186327660_186331498_-	chr1_186331596_186332195_-	186327660	186332195	15	13.25	15.0	285.23	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A186327650%2D186332205
chr1	144448227	144448450	chr1_144448227_144448450_-	-	CE	chr1_144442920_144448227_-	chr1_144448450_144448775_-	144442920	144448775	223	29.27	9.0	41.02	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A144442910%2D144448785
chr13	49546561	49547171	chr13_49546561_49547171_-	-	CE	chr13_49544863_49546561_-	chr13_49547171_49549458_-	49544863	49549458	610	28.11	9.0	6.46	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A49544853%2D49549468
chr20	44956372	44956485	chr20_44956372_44956485_-	-	5'AS	chr20_44955220_44956372_-	chr20_44956485_44960207_-	44955220	44960207	14	14.42	9.0	191.6	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A44955210%2D44960217
chr7	102594461	102594559	chr7_102594461_102594559_-	-	5'AS	chr7_102594242_102594461_-	chr7_102594559_102595305_-	102594242	102595305	31	9.51	9.0	569.09	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A102594232%2D102595315
chr6	113958637	113958766	chr6_113958637_113958766_-	-	5'AS	chr6_113956693_113958637_-	chr6_113958766_113959906_-	113956693	113959906	12	7.67	9.0	468.17	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A113956683%2D113959916
chr1	26355338	26355427	chr1_26355338_26355427_-	-	CE	chr1_26354785_26355338_-	chr1_26355427_26356459_-	26354785	26356459	89	14.8	10.0	5.28	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A26354775%2D26356469
chr2	143597393	143597433	chr2_143597393_143597433_-	-	CE	chr2_143593301_143597393_-	chr2_143597433_143597937_-	143593301	143597937	40	76.66	32.0	0.0	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A143593291%2D143597947
chr4	146289102	146289201	chr4_146289102_146289201_-	-	CE	chr4_146283265_146289102_-	chr4_146289201_146292929_-	146283265	146292929	99	28.08	21.86	12.15	""	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A146283255%2D146292939
