seqname	start	end	exon_id	strand	event_type	junction_id_l	junction_id_r	coord_prev	coord_next	novel_length	expr_exon	expr_junction	phastcons	meta	sample_count	GB_link
chr9	35845975	35846073	chr9_35845975_35846073_+	+	5'AS	chr9_35842717_35845975_+	chr9_35846073_35846258_+	35842717	35846258	5	13.98	8.36	420.0	""	14	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A35842707%2D35846268
chr3	170128340	170128408	chr3_170128340_170128408_-	-	3'AS	chr3_170122744_170128340_-	chr3_170128408_170128684_-	170122744	170128684	21	16.35	8.42	702.0	""	31	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A170122734%2D170128694
chr7	98976483	98976776	chr7_98976483_98976776_+	+	5'AS	chr7_98976268_98976483_+	chr7_98976776_98976939_+	98976268	98976939	6	13.33	8.29	311.88	""	21	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A98976258%2D98976949
chr2	53869364	53869538	chr2_53869364_53869538_-	-	5'AS	chr2_53866880_53869364_-	chr2_53869538_53874339_-	53866880	53874339	12	13.42	11.38	240.87	""	8	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A53866870%2D53874349
chr6	163563423	163563719	chr6_163563423_163563719_+	+	3'AS	chr6_163562069_163563423_+	chr6_163563719_163564667_+	163562069	163564667	21	29.55	15.5	670.0	""	8	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A163562059%2D163564677
chr22	40409257	40409372	chr22_40409257_40409372_+	+	3'AS	chr22_40409018_40409257_+	chr22_40409372_40409465_+	40409018	40409465	83	33.23	10.75	528.34	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A40409008%2D40409475
chr11	73958317	73958424	chr11_73958317_73958424_+	+	5'AS	chr11_73957854_73958317_+	chr11_73958424_73959494_+	73957854	73959494	4	30.49	20.41	416.47	""	41	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A73957844%2D73959504
chr18	62558687	62558776	chr18_62558687_62558776_+	+	5'AS	chr18_62556297_62558687_+	chr18_62558776_62560587_+	62556297	62560587	6	11.24	14.78	355.29	""	452	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A62556287%2D62560597
chr6	33202910	33203110	chr6_33202910_33203110_+	+	5'AS	chr6_33202700_33202910_+	chr6_33203110_33203541_+	33202700	33203541	4	40.53	6.0	527.8	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A33202690%2D33203551
chr13	20862969	20863139	chr13_20862969_20863139_-	-	3'AS	chr13_20862858_20862969_-	chr13_20863139_20868596_-	20862858	20868596	16	7.81	6.0	704.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A20862848%2D20868606
chr1	21602800	21602913	chr1_21602800_21602913_-	-	5'AS	chr1_21601797_21602800_-	chr1_21602913_21603658_-	21601797	21603658	4	116.61	6.0	325.13	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A21601787%2D21603668
chr11	119359020	119359134	chr11_119359020_119359134_-	-	5'AS	chr11_119358837_119359020_-	chr11_119359134_119359231_-	119358837	119359231	4	24.11	6.0	449.8	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A119358827%2D119359241
chr3	20147926	20147999	chr3_20147926_20147999_+	+	3'AS	chr3_20146430_20147926_+	chr3_20147999_20148243_+	20146430	20148243	37	25.26	6.0	499.08	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A20146420%2D20148253
chr17	35021371	35021784	chr17_35021371_35021784_-	-	3'AS	chr17_35017606_35021371_-	chr17_35021784_35026374_-	35017606	35026374	3	12.05	9.0	512.57	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A35017596%2D35026384
chr10	29532525	29533458	chr10_29532525_29533458_-	-	5'AS	chr10_29532172_29532525_-	chr10_29533458_29535989_-	29532172	29535989	4	46.13	7.0	468.53	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A29532162%2D29535999
chr3	48416346	48416469	chr3_48416346_48416469_-	-	3'AS	chr3_48416167_48416346_-	chr3_48416469_48417911_-	48416167	48417911	18	68.84	56.33	231.03	""	24	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A48416157%2D48417921
chr11	65866939	65867079	chr11_65866939_65867079_-	-	5'AS	chr11_65866712_65866939_-	chr11_65867079_65867861_-	65866712	65867861	82	35.62	45.0	598.39	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A65866702%2D65867871
chr10	29507737	29507814	chr10_29507737_29507814_-	-	CE	chr10_29499263_29507737_-	chr10_29507814_29508342_-	29499263	29508342	77	17.13	12.0	658.81	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A29499253%2D29508352
chr2	175935708	175935790	chr2_175935708_175935790_-	-	CE	chr2_175930199_175935708_-	chr2_175935790_175937344_-	175930199	175937344	82	18.12	11.36	633.0	""	11	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A175930189%2D175937354
chr6	159810023	159810095	chr6_159810023_159810095_+	+	3'AS	chr6_159809158_159810023_+	chr6_159810095_159811701_+	159809158	159811701	3	10.71	14.6	335.57	""	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A159809148%2D159811711
chr3	47847273	47847352	chr3_47847273_47847352_+	+	5'AS	chr3_47847001_47847273_+	chr3_47847352_47847432_+	47847001	47847432	4	22.58	8.0	324.67	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A47846991%2D47847442
chr1	185301430	185301563	chr1_185301430_185301563_-	-	5'AS	chr1_185301196_185301430_-	chr1_185301563_185305536_-	185301196	185305536	4	110.07	9.0	417.6	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A185301186%2D185305546
chr18	36419242	36419466	chr18_36419242_36419466_-	-	CE	chr18_36418276_36419242_-	chr18_36419466_36421320_-	36418276	36421320	224	23.56	10.0	277.84	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A36418266%2D36421330
chr21	41896207	41896243	chr21_41896207_41896243_-	-	CE	chr21_41889344_41896207_-	chr21_41896243_41899053_-	41889344	41899053	36	14.93	11.0	576.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr21%3A41889334%2D41899063
chr9	122865338	122865657	chr9_122865338_122865657_-	-	5'AS	chr9_122860131_122865338_-	chr9_122865657_122877471_-	122860131	122877471	11	10.64	12.0	385.45	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A122860121%2D122877481
chr9	93667077	93667240	chr9_93667077_93667240_+	+	3'AS	chr9_93666060_93667077_+	chr9_93667240_93673585_+	93666060	93673585	3	13.56	12.0	189.64	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A93666050%2D93673595
chr16	64991760	64991935	chr16_64991760_64991935_-	-	5'AS	chr16_64988344_64991760_-	chr16_64991935_64992915_-	64988344	64992915	8	35.81	14.0	429.53	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A64988334%2D64992925
chr19	3534421	3534518	chr19_3534421_3534518_+	+	5'AS	chr19_3533398_3534421_+	chr19_3534518_3534795_+	3533398	3534795	5	20.65	15.0	420.88	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A3533388%2D3534805
chr8	115676463	115676601	chr8_115676463_115676601_-	-	CE	chr8_115623758_115676463_-	chr8_115676601_115700936_-	115623758	115700936	138	56.96	17.0	250.89	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A115623748%2D115700946
chr22	20994897	20995026	chr22_20994897_20995026_+	+	3'AS	chr22_20994727_20994897_+	chr22_20995026_20995746_+	20994727	20995746	18	62.75	17.0	579.38	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A20994717%2D20995756
chr6	37654800	37654950	chr6_37654800_37654950_-	-	3'AS	chr6_37654543_37654800_-	chr6_37654950_37655700_-	37654543	37655700	18	31.3	26.0	307.07	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A37654533%2D37655710
chr11	837250	837358	chr11_837250_837358_+	+	5'AS	chr11_836843_837250_+	chr11_837358_837460_+	836843	837460	4	288.59	52.0	305.87	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A836833%2D837470
chr1	204230413	204230589	chr1_204230413_204230589_-	-	3'AS	chr1_204229104_204230413_-	chr1_204230589_204241375_-	204229104	204241375	3	37.86	34.97	454.29	""	6249	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A204229094%2D204241385
chr9	85976685	85976835	chr9_85976685_85976835_+	+	5'AS	chr9_85975157_85976685_+	chr9_85976835_85977363_+	85975157	85977363	100	10.3	9.38	530.77	""	105	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A85975147%2D85977373
chr1	17607799	17607977	chr1_17607799_17607977_+	+	3'AS	chr1_17603591_17607799_+	chr1_17607977_17616094_+	17603591	17616094	3	16.1	13.23	222.64	""	118	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A17603581%2D17616104
chr19	19347280	19347370	chr19_19347280_19347370_+	+	5'AS	chr19_19345369_19347280_+	chr19_19347370_19348889_+	19345369	19348889	7	13.45	11.1	651.0	""	163	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A19345359%2D19348899
chr12	2648403	2648507	chr12_2648403_2648507_+	+	3'AS	chr12_2633712_2648403_+	chr12_2648507_2651640_+	2633712	2651640	72	9.22	5.0	582.08	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A2633702%2D2651650
chr8	132844153	132844318	chr8_132844153_132844318_+	+	3'AS	chr8_132842875_132844153_+	chr8_132844318_132845781_+	132842875	132845781	3	13.87	9.91	296.43	""	85	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A132842865%2D132845791
chr6	13634382	13634552	chr6_13634382_13634552_-	-	5'AS	chr6_13632521_13634382_-	chr6_13634552_13637808_-	13632521	13637808	49	15.69	5.5	755.0	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A13632511%2D13637818
chr8	142477385	142477553	chr8_142477385_142477553_+	+	5'AS	chr8_142477278_142477385_+	chr8_142477553_142478196_+	142477278	142478196	4	104.83	9.2	489.0	""	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A142477268%2D142478206
chr2	130173510	130173656	chr2_130173510_130173656_-	-	5'AS	chr2_130173354_130173510_-	chr2_130173656_130174914_-	130173354	130174914	4	17.23	11.5	507.0	""	14	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A130173344%2D130174924
chr9	135863788	135863847	chr9_135863788_135863847_-	-	CE	chr9_135862608_135863788_-	chr9_135863847_135866456_-	135862608	135866456	59	16.23	10.71	400.41	""	21	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A135862598%2D135866466
chr13	107172529	107172574	chr13_107172529_107172574_-	-	CE	chr13_107170786_107172529_-	chr13_107172574_107210584_-	107170786	107210584	45	16.42	10.08	632.0	""	26	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A107170776%2D107210594
chr17	7934138	7934226	chr17_7934138_7934226_+	+	5'AS	chr17_7933349_7934138_+	chr17_7934226_7934465_+	7933349	7934465	4	10.82	9.79	325.6	""	33	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A7933339%2D7934475
chr9	111702101	111702226	chr9_111702101_111702226_-	-	5'AS	chr9_111700047_111702101_-	chr9_111702226_111703881_-	111700047	111703881	4	9.93	6.0	453.6	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A111700037%2D111703891
chr20	23395139	23395262	chr20_23395139_23395262_-	-	3'AS	chr20_23394999_23395139_-	chr20_23395262_23397072_-	23394999	23397072	77	13.09	7.0	557.51	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A23394989%2D23397082
chr11	107630379	107630562	chr11_107630379_107630562_+	+	3'AS	chr11_107625532_107630379_+	chr11_107630562_107630700_+	107625532	107630700	38	17.37	8.0	536.33	""	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A107625522%2D107630710
chr1	61766279	61766478	chr1_61766279_61766478_+	+	5'AS	chr1_61763179_61766279_+	chr1_61766478_61769283_+	61763179	61769283	5	17.36	20.0	402.19	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A61763169%2D61769293
chr1	19747478	19747491	chr1_19747478_19747491_-	-	CE	chr1_19747260_19747478_-	chr1_19747491_19755634_-	19747260	19755634	13	18.06	11.2	315.75	""	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A19747250%2D19755644
chr4	143434031	143434168	chr4_143434031_143434168_+	+	3'AS	chr4_143433716_143434031_+	chr4_143434168_143437999_+	143433716	143437999	57	10.72	7.0	658.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A143433706%2D143438009
chr16	30892576	30892747	chr16_30892576_30892747_-	-	5'AS	chr16_30888945_30892576_-	chr16_30892747_30892840_-	30888945	30892840	10	87.19	14.13	352.14	""	8	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A30888935%2D30892850
chr18	54362771	54362925	chr18_54362771_54362925_+	+	5'AS	chr18_54362431_54362771_+	chr18_54362925_54365719_+	54362431	54365719	4	9.1	8.0	582.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A54362421%2D54365729
chr8	36834781	36834868	chr8_36834781_36834868_+	+	3'AS	chr8_36833659_36834781_+	chr8_36834868_36836296_+	36833659	36836296	5	13.55	14.4	526.0	""	10	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A36833649%2D36836306
chr12	101682604	101682671	chr12_101682604_101682671_+	+	5'AS	chr12_101680529_101682604_+	chr12_101682671_101684382_+	101680529	101684382	9	147.33	13.75	688.0	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A101680519%2D101684392
chr1	155312255	155312404	chr1_155312255_155312404_+	+	5'AS	chr1_155310205_155312255_+	chr1_155312404_155317941_+	155310205	155317941	9	89.6	8.0	313.5	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A155310195%2D155317951
chr17	65557564	65557643	chr17_65557564_65557643_-	-	CE	chr17_65549660_65557564_-	chr17_65557643_65557806_-	65549660	65557806	79	16.91	9.0	189.37	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A65549650%2D65557816
chr2	206693175	206693326	chr2_206693175_206693326_-	-	3'AS	chr2_206692263_206693175_-	chr2_206693326_206694766_-	206692263	206694766	3	22.23	20.33	411.0	""	9	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A206692253%2D206694776
chr2	69843088	69843261	chr2_69843088_69843261_+	+	3'AS	chr2_69841039_69843088_+	chr2_69843261_69844131_+	69841039	69844131	61	9.93	10.0	450.83	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A69841029%2D69844141
chr7	73595842	73595915	chr7_73595842_73595915_-	-	3'AS	chr7_73595760_73595842_-	chr7_73595915_73596153_-	73595760	73596153	3	29.45	36.29	478.21	""	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A73595750%2D73596163
chr9	128459567	128459661	chr9_128459567_128459661_+	+	5'AS	chr9_128457437_128459567_+	chr9_128459661_128460513_+	128457437	128460513	4	14.34	12.0	525.47	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A128457427%2D128460523
chr6	109475399	109475563	chr6_109475399_109475563_-	-	3'AS	chr6_109467734_109475399_-	chr6_109475563_109476175_-	109467734	109476175	81	15.56	19.5	664.0	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A109467724%2D109476185
chr3	52406253	52406458	chr3_52406253_52406458_-	-	3'AS	chr3_52405912_52406253_-	chr3_52406458_52406829_-	52405912	52406829	136	16.52	41.05	301.46	""	40	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A52405902%2D52406839
chr13	75307575	75307577	chr13_75307575_75307577_-	-	CE	chr13_75306471_75307575_-	chr13_75307577_75309942_-	75306471	75309942	2	67.46	47.0	491.0	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A75306461%2D75309952
chr7	40544170	40545459	chr7_40544170_40545459_-	-	CE	chr7_40539682_40544170_-	chr7_40545459_40546714_-	40539682	40546714	1289	48.86	22.0	266.44	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A40539672%2D40546724
chr21	43741667	43741775	chr21_43741667_43741775_+	+	5'AS	chr21_43734123_43741667_+	chr21_43741775_43743724_+	43734123	43743724	4	14.13	22.0	299.6	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr21%3A43734113%2D43743734
chr10	21906423	21906516	chr10_21906423_21906516_-	-	CE	chr10_21904612_21906423_-	chr10_21906516_21918779_-	21904612	21918779	93	32.12	30.0	279.99	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A21904602%2D21918789
chr17	4948263	4948561	chr17_4948263_4948561_-	-	3'AS	chr17_4946820_4948263_-	chr17_4948561_4948944_-	4946820	4948944	6	1339.44	33.0	604.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A4946810%2D4948954
chr10	47503666	47503754	chr10_47503666_47503754_-	-	CE	chr10_47503543_47503666_-	chr10_47503754_47504189_-	47503543	47504189	88	40.68	99.0	208.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A47503533%2D47504199
chr11	134168469	134168600	chr11_134168469_134168600_-	-	3'AS	chr11_134168195_134168469_-	chr11_134168600_134168917_-	134168195	134168917	72	150.16	117.0	439.93	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A134168185%2D134168927
chr12	56159589	56159730	chr12_56159589_56159730_+	+	3'AS	chr12_56158711_56159589_+	chr12_56159730_56159975_+	56158711	56159975	34	803.27	1658.0	342.22	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A56158701%2D56159985
chr17	1653538	1653683	chr17_1653538_1653683_-	-	5'AS	chr17_1651788_1653538_-	chr17_1653683_1653777_-	1651788	1653777	4	49.81	7.87	392.0	""	451	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A1651778%2D1653787
chrX	135577193	135577336	chrX_135577193_135577336_+	+	5'AS	chrX_135575226_135577193_+	chrX_135577336_135579788_+	135575226	135579788	41	10.69	5.2	460.54	""	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A135575216%2D135579798
chr4	8216957	8217171	chr4_8216957_8217171_+	+	5'AS	chr4_8216257_8216957_+	chr4_8217171_8218271_+	8216257	8218271	4	11.71	8.76	490.0	""	38	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A8216247%2D8218281
chr20	47665857	47665956	chr20_47665857_47665956_-	-	3'AS	chr20_47665293_47665857_-	chr20_47665956_47666260_-	47665293	47666260	3	53.49	23.33	333.64	""	1056	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A47665283%2D47666270
chr17	28527248	28527361	chr17_28527248_28527361_+	+	3'AS	chr17_28524967_28527248_+	chr17_28527361_28529094_+	28524967	28529094	3	31.09	30.0	379.43	""	550	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A28524957%2D28529104
chr8	144391356	144391474	chr8_144391356_144391474_+	+	3'AS	chr8_144391274_144391356_+	chr8_144391474_144391580_+	144391274	144391580	5	7.15	5.0	304.38	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A144391264%2D144391590
chr17	28695330	28695547	chr17_28695330_28695547_+	+	3'AS	chr17_28693836_28695330_+	chr17_28695547_28696844_+	28693836	28696844	22	24.99	7.77	570.0	""	26	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A28693826%2D28696854
chr22	39138636	39138749	chr22_39138636_39138749_-	-	3'AS	chr22_39134575_39138636_-	chr22_39138749_39141371_-	39134575	39141371	47	12.67	5.0	344.12	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A39134565%2D39141381
chr2	140840913	140841092	chr2_140840913_140841092_-	-	5'AS	chr2_140840085_140840913_-	chr2_140841092_140850102_-	140840085	140850102	5	8.03	5.0	561.0	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A140840075%2D140850112
chr1	1634202	1634332	chr1_1634202_1634332_+	+	5'AS	chr1_1634099_1634202_+	chr1_1634332_1634451_+	1634099	1634451	4	27.31	19.33	298.53	""	36	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A1634089%2D1634461
chr12	56322615	56322781	chr12_56322615_56322781_-	-	3'AS	chr12_56322482_56322615_-	chr12_56322781_56323062_-	56322482	56323062	23	22.53	7.5	515.0	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A56322472%2D56323072
chr10	70162690	70162817	chr10_70162690_70162817_-	-	3'AS	chr10_70161931_70162690_-	chr10_70162817_70170413_-	70161931	70170413	58	15.42	8.0	356.0	""	15	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A70161921%2D70170423
chr8	23328382	23328583	chr8_23328382_23328583_-	-	3'AS	chr8_23322281_23328382_-	chr8_23328583_23333401_-	23322281	23333401	18	25.87	12.06	293.72	""	16	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A23322271%2D23333411
