seqname	start	end	exon_id	strand	event_type	junction_id_l	junction_id_r	coord_prev	coord_next	novel_length	expr_exon	expr_junction	phastcons	meta	sample_count	GB_link
chrX	48509857	48509956	chrX_48509857_48509956_+	+	3'AS	chrX_48509707_48509857_+	chrX_48509956_48511366_+	48509707	48511366	36	14.13	10.0	593.0	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A48509697%2D48511376
chr3	108677483	108677598	chr3_108677483_108677598_+	+	3'AS	chr3_108675873_108677483_+	chr3_108677598_108684216_+	108675873	108684216	14	13.25	6.0	524.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A108675863%2D108684226
chr11	107630379	107630562	chr11_107630379_107630562_+	+	3'AS	chr11_107625532_107630379_+	chr11_107630562_107630700_+	107625532	107630700	38	17.37	8.0	565.0	""	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A107625522%2D107630710
chr10	68754679	68754827	chr10_68754679_68754827_+	+	3'AS	chr10_68754077_68754679_+	chr10_68754827_68755370_+	68754077	68755370	35	14.18	10.33	625.0	""	9	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A68754067%2D68755380
chr12	48490812	48490857	chr12_48490812_48490857_+	+	5'AS	chr12_48489354_48490812_+	chr12_48490857_48492947_+	48489354	48492947	21	8.02	7.0	428.0	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A48489344%2D48492957
chr1	31911696	31911841	chr1_31911696_31911841_-	-	3'AS	chr1_31910112_31911696_-	chr1_31911841_31915895_-	31910112	31915895	15	97.16	12.33	377.92	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A31910102%2D31915905
chr20	10621272	10621414	chr20_10621272_10621414_+	+	3'AS	chr20_10601819_10621272_+	chr20_10621414_10622659_+	10601819	10622659	42	16.42	9.5	543.0	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A10601809%2D10622669
chr14	24056899	24057024	chr14_24056899_24057024_+	+	3'AS	chr14_24056708_24056899_+	chr14_24057024_24057167_+	24056708	24057167	16	11.86	8.0	556.0	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A24056698%2D24057177
chr8	102272525	102272772	chr8_102272525_102272772_-	-	5'AS	chr8_102271245_102272525_-	chr8_102272772_102275521_-	102271245	102275521	4	10.56	7.0	553.8	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A102271235%2D102275531
chr2	143519860	143520033	chr2_143519860_143520033_-	-	CE	chr2_143519131_143519860_-	chr2_143520033_143521969_-	143519131	143521969	173	54.43	51.0	507.53	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A143519121%2D143521979
chr2	230442937	230443103	chr2_230442937_230443103_+	+	5'AS	chr2_230417665_230442937_+	chr2_230443103_230444178_+	230417665	230444178	4	24.75	9.0	395.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A230417655%2D230444188
chr11	129127212	129127305	chr11_129127212_129127305_-	-	CE	chr11_129124894_129127212_-	chr11_129127305_129164319_-	129124894	129164319	93	17.27	12.33	411.0	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A129124884%2D129164329
chr6	56108788	56108812	chr6_56108788_56108812_-	-	CE	chr6_56101525_56108788_-	chr6_56108812_56124062_-	56101525	56124062	24	26.49	17.67	431.0	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A56101515%2D56124072
chr15	49128702	49128773	chr15_49128702_49128773_-	-	3'AS	chr15_49128094_49128702_-	chr15_49128773_49129477_-	49128094	49129477	13	30.94	28.44	505.0	""	16	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A49128084%2D49129487
chr14	21263620	21263829	chr14_21263620_21263829_-	-	5'AS	chr14_21263336_21263620_-	chr14_21263829_21269298_-	21263336	21269298	47	156.13	19.33	857.0	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A21263326%2D21269308
chr10	72223888	72224112	chr10_72223888_72224112_+	+	5'AS	chr10_72216138_72223888_+	chr10_72224112_72230366_+	72216138	72230366	56	25.8	14.0	634.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A72216128%2D72230376
chr19	47492951	47493045	chr19_47492951_47493045_-	-	5'AS	chr19_47492119_47492951_-	chr19_47493045_47493119_-	47492119	47493119	10	67.62	33.0	361.14	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A47492109%2D47493129
chr12	110498521	110498618	chr12_110498521_110498618_-	-	CE	chr12_110496203_110498521_-	chr12_110498618_110499535_-	110496203	110499535	97	28.1	26.0	389.11	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A110496193%2D110499545
chr11	119110104	119110205	chr11_119110104_119110205_+	+	5'AS	chr11_119108095_119110104_+	chr11_119110205_119110561_+	119108095	119110561	6	42.31	46.5	496.94	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A119108085%2D119110571
chr20	35740806	35740887	chr20_35740806_35740887_-	-	5'AS	chr20_35739017_35740806_-	chr20_35740887_35741941_-	35739017	35741941	18	60.1	53.0	750.0	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A35739007%2D35741951
chr1	67424196	67424322	chr1_67424196_67424322_-	-	5'AS	chr1_67420186_67424196_-	chr1_67424322_67424888_-	67420186	67424888	4	36.41	48.0	559.07	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A67420176%2D67424898
chr9	121321268	121321406	chr9_121321268_121321406_+	+	5'AS	chr9_121318880_121321268_+	chr9_121321406_121324554_+	121318880	121324554	5	40.52	52.0	354.06	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A121318870%2D121324564
chr9	108942956	108943044	chr9_108942956_108943044_-	-	5'AS	chr9_108942834_108942956_-	chr9_108943044_108943703_-	108942834	108943703	5	15.94	57.0	503.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A108942824%2D108943713
chr2	48511340	48511477	chr2_48511340_48511477_+	+	5'AS	chr2_48510113_48511340_+	chr2_48511477_48514715_+	48510113	48514715	9	13.81	5.0	534.0	""	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A48510103%2D48514725
chr17	7324108	7324287	chr17_7324108_7324287_-	-	3'AS	chr17_7324012_7324108_-	chr17_7324287_7324395_-	7324012	7324395	17	11.05	9.47	599.0	""	43	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A7324002%2D7324405
chr1	100912112	100912246	chr1_100912112_100912246_+	+	5'AS	chr1_100911150_100912112_+	chr1_100912246_100913663_+	100911150	100913663	8	10.73	4.0	587.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A100911140%2D100913673
chr1	235225495	235225562	chr1_235225495_235225562_-	-	CE	chr1_235224775_235225495_-	chr1_235225562_235229231_-	235224775	235229231	67	29.23	8.67	424.0	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A235224765%2D235229241
chr3	56613589	56613754	chr3_56613589_56613754_+	+	5'AS	chr3_56594028_56613589_+	chr3_56613754_56615128_+	56594028	56615128	4	12.76	7.08	549.0	""	24	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A56594018%2D56615138
chr16	19172755	19172777	chr16_19172755_19172777_+	+	3'AS	chr16_19168661_19172755_+	chr16_19172777_19173430_+	19168661	19173430	5	15.41	14.42	470.0	""	344	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A19168651%2D19173440
chr8	22102145	22102315	chr8_22102145_22102315_+	+	3'AS	chr8_22101851_22102145_+	chr8_22102315_22102528_+	22101851	22102528	30	20.49	8.27	576.0	""	60	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A22101841%2D22102538
chrX	24207712	24207859	chrX_24207712_24207859_+	+	5'AS	chrX_24207475_24207712_+	chrX_24207859_24208218_+	24207475	24208218	4	10.39	6.33	574.0	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A24207465%2D24208228
chr5	150228055	150228286	chr5_150228055_150228286_-	-	5'AS	chr5_150223217_150228055_-	chr5_150228286_150231305_-	150223217	150231305	137	14.9	8.25	623.0	""	8	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A150223207%2D150231315
chr14	50443935	50444036	chr14_50443935_50444036_-	-	5'AS	chr14_50443770_50443935_-	chr14_50444036_50445041_-	50443770	50445041	4	6.6	5.0	525.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A50443760%2D50445051
chr11	62610636	62610768	chr11_62610636_62610768_-	-	CE	chr11_62609696_62610636_-	chr11_62610768_62610879_-	62609696	62610879	132	21.51	8.59	258.15	""	17	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A62609686%2D62610889
chr12	12827232	12827375	chr12_12827232_12827375_+	+	3'AS	chr12_12826070_12827232_+	chr12_12827375_12829423_+	12826070	12829423	14	20.51	6.5	403.56	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A12826060%2D12829433
chr1	185091565	185091739	chr1_185091565_185091739_+	+	3'AS	chr1_185087640_185091565_+	chr1_185091739_185093061_+	185087640	185093061	14	20.94	15.54	611.0	""	54	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A185087630%2D185093071
chr17	29612083	29612273	chr17_29612083_29612273_+	+	3'AS	chr17_29612006_29612083_+	chr17_29612273_29612402_+	29612006	29612402	33	15.03	10.0	486.82	""	13	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A29611996%2D29612412
chr12	120768325	120768508	chr12_120768325_120768508_-	-	3'AS	chr12_120767593_120768325_-	chr12_120768508_120768953_-	120767593	120768953	20	7.03	6.0	439.97	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A120767583%2D120768963
chr16	47313729	47313836	chr16_47313729_47313836_-	-	3'AS	chr16_47311412_47313729_-	chr16_47313836_47365788_-	47311412	47365788	13	14.09	10.14	511.0	""	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A47311402%2D47365798
chr5	177440916	177441053	chr5_177440916_177441053_+	+	3'AS	chr5_177440837_177440916_+	chr5_177441053_177441245_+	177440837	177441245	3	18.68	6.0	369.29	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A177440827%2D177441255
chr20	50940865	50940958	chr20_50940865_50940958_-	-	3'AS	chr20_50936262_50940865_-	chr20_50940958_50942031_-	50936262	50942031	25	12.2	6.0	509.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A50936252%2D50942041
chr2	165097767	165097803	chr2_165097767_165097803_-	-	CE	chr2_165097524_165097767_-	chr2_165097803_165100302_-	165097524	165100302	36	40.34	17.25	388.72	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A165097514%2D165100312
chr1	185137442	185137506	chr1_185137442_185137506_-	-	CE	chr1_185128747_185137442_-	chr1_185137506_185137606_-	185128747	185137606	64	14.28	9.0	494.0	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A185128737%2D185137616
chrX	153952514	153953087	chrX_153952514_153953087_-	-	3'AS	chrX_153952158_153952514_-	chrX_153953087_153953607_-	153952158	153953607	129	14.95	11.0	601.0	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A153952148%2D153953617
chr14	24122971	24123082	chr14_24122971_24123082_+	+	5'AS	chr14_24121517_24122971_+	chr14_24123082_24123175_+	24121517	24123175	5	14.21	7.0	467.25	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A24121507%2D24123185
chr5	57175448	57176415	chr5_57175448_57176415_+	+	5'AS	chr5_57174211_57175448_+	chr5_57176415_57214074_+	57174211	57214074	15	6.63	8.67	735.0	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A57174201%2D57214084
chr17	79083761	79083955	chr17_79083761_79083955_+	+	5'AS	chr17_79083590_79083761_+	chr17_79083955_79084538_+	79083590	79084538	4	15.36	13.79	334.0	""	14	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A79083580%2D79084548
chr9	124994667	124994793	chr9_124994667_124994793_-	-	CE	chr9_124976186_124994667_-	chr9_124994793_124994934_-	124976186	124994934	126	17.97	10.8	606.0	""	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A124976176%2D124994944
chr5	146503809	146504006	chr5_146503809_146504006_+	+	3'AS	chr5_146503539_146503809_+	chr5_146504006_146507028_+	146503539	146507028	15	13.91	15.0	605.0	""	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A146503529%2D146507038
chr1	186144533	186144719	chr1_186144533_186144719_+	+	5'AS	chr1_186144343_186144533_+	chr1_186144719_186145403_+	186144343	186145403	16	50.49	9.5	520.0	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A186144333%2D186145413
chr14	74552892	74553076	chr14_74552892_74553076_-	-	3'AS	chr14_74552393_74552892_-	chr14_74553076_74555503_-	74552393	74555503	14	21.45	13.67	549.0	""	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A74552383%2D74555513
chr8	142477385	142477553	chr8_142477385_142477553_+	+	5'AS	chr8_142477278_142477385_+	chr8_142477553_142478196_+	142477278	142478196	4	119.31	10.25	549.0	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A142477268%2D142478206
chr2	213147708	213147815	chr2_213147708_213147815_-	-	3'AS	chr2_213057099_213147708_-	chr2_213147815_213148596_-	213057099	213148596	3	18.18	9.0	595.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A213057089%2D213148606
chr13	42208947	42209072	chr13_42208947_42209072_+	+	3'AS	chr13_42206146_42208947_+	chr13_42209072_42209331_+	42206146	42209331	12	16.32	10.5	437.39	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A42206136%2D42209341
chr20	39010260	39010404	chr20_39010260_39010404_+	+	3'AS	chr20_39006356_39010260_+	chr20_39010404_39014880_+	39006356	39014880	20	10.57	10.0	417.0	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A39006346%2D39014890
chr20	44257102	44257345	chr20_44257102_44257345_+	+	3'AS	chr20_44247514_44257102_+	chr20_44257345_44258434_+	44247514	44258434	51	17.46	12.0	613.0	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A44247504%2D44258444
chr20	20199753	20199902	chr20_20199753_20199902_+	+	3'AS	chr20_20196776_20199753_+	chr20_20199902_20228249_+	20196776	20228249	15	17.09	16.0	594.0	""	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A20196766%2D20228259
chr7	130305816	130305933	chr7_130305816_130305933_+	+	5'AS	chr7_130304566_130305816_+	chr7_130305933_130306787_+	130304566	130306787	13	14.6	10.0	379.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A130304556%2D130306797
chr7	6697310	6697434	chr7_6697310_6697434_-	-	5'AS	chr7_6692703_6697310_-	chr7_6697434_6697685_-	6692703	6697685	29	8.2	11.0	478.5	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A6692693%2D6697695
chr2	207747032	207747213	chr2_207747032_207747213_+	+	3'AS	chr2_207742342_207747032_+	chr2_207747213_207750957_+	207742342	207750957	15	12.88	14.0	609.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A207742332%2D207750967
chr1	19139083	19139238	chr1_19139083_19139238_-	-	3'AS	chr1_19138181_19139083_-	chr1_19139238_19140788_-	19138181	19140788	18	11.74	15.0	569.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A19138171%2D19140798
chr18	51076638	51076780	chr18_51076638_51076780_+	+	5'AS	chr18_51067187_51076638_+	chr18_51076780_51078256_+	51067187	51078256	4	15.29	19.0	543.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A51067177%2D51078266
chr14	61744705	61744817	chr14_61744705_61744817_+	+	5'AS	chr14_61741188_61744705_+	chr14_61744817_61745691_+	61741188	61745691	4	46.38	55.0	504.93	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A61741178%2D61745701
chr17	69249819	69249984	chr17_69249819_69249984_-	-	5'AS	chr17_69248317_69249819_-	chr17_69249984_69250472_-	69248317	69250472	86	22.91	88.0	558.0	""	11	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A69248307%2D69250482
chr20	44715345	44715450	chr20_44715345_44715450_+	+	3'AS	chr20_44715161_44715345_+	chr20_44715450_44719897_+	44715161	44719897	21	75.17	18.43	395.0	""	77	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A44715151%2D44719907
chr3	47336520	47336757	chr3_47336520_47336757_+	+	3'AS	chr3_47334819_47336520_+	chr3_47336757_47340572_+	47334819	47340572	15	15.56	12.23	638.0	""	1458	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A47334809%2D47340582
chr5	181234174	181234355	chr5_181234174_181234355_+	+	5'AS	chr5_181233763_181234174_+	chr5_181234355_181234932_+	181233763	181234932	6	12.88	8.67	666.0	""	290	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A181233753%2D181234942
chr1	100268137	100268295	chr1_100268137_100268295_+	+	3'AS	chr1_100266624_100268137_+	chr1_100268295_100270557_+	100266624	100270557	15	13.68	10.74	602.0	""	963	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A100266614%2D100270567
chr9	97641562	97641691	chr9_97641562_97641691_+	+	5'AS	chr9_97640882_97641562_+	chr9_97641691_97643204_+	97640882	97643204	29	12.21	9.31	594.0	""	85	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A97640872%2D97643214
chr6	10410278	10410335	chr6_10410278_10410335_-	-	5'AS	chr6_10410138_10410278_-	chr6_10410335_10414941_-	10410138	10414941	4	24.78	21.37	712.0	""	65	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A10410128%2D10414951
chr13	52708536	52708714	chr13_52708536_52708714_-	-	3'AS	chr13_52703810_52708536_-	chr13_52708714_52712716_-	52703810	52712716	12	36.82	44.94	441.0	""	83	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A52703800%2D52712726
chr20	34103439	34103565	chr20_34103439_34103565_-	-	5'AS	chr20_34098633_34103439_-	chr20_34103565_34105368_-	34098633	34105368	23	42.76	8.88	579.0	""	188	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A34098623%2D34105378
