exon_id	seqname	start	end	strand	event_type	sample_name	is_annotated	coord_prev	coord_next	junction_id_l	junction_id_r	is_annotated_right	cov	ipsa_min	exon_id_right	cov_right	start_right	end_right	novel_start	novel_end	novel_length	cons_avg	ann_frac	cons_avg_ann_cdf	ipsa_min_ann_cdf	cov_ann_cdf	ann_cdf_min	refseq_annotated	is_left_novel	is_right_novel	meta
chr2_53913871_53913931_-	chr2	53913871	53913931	-	CE	CHX_M4_11	false	53910130	53919151	chr2_53910130_53913871_-	chr2_53913931_53919151_-	true	7.950819	7					53913871	53913931	60	673.0	0.0	0.844	0.1949	0.1288	0.1288	false	true	true	CHX
chr10_124962287_124962408_+	chr10	124962287	124962408	+	CE	CHX_M4_11	false	124943307	124966594	chr10_124943307_124962287_+	chr10_124962408_124966594_+	true	13.97541	7					124962287	124962408	121	594.4392484979759	0.0	0.7333	0.1949	0.2465	0.1949	false	true	true	CHX
chr11_59657080_59657153_-	chr11	59657080	59657153	-	CE	CHX_M4_12	false	59656600	59657530	chr11_59656600_59657080_-	chr11_59657153_59657530_-	true	73.175674	67					59657080	59657153	73	687.0	0.0	0.8673	0.723	0.6736	0.6736	false	true	true	CHX
chr5_5453116_5453212_+	chr5	5453116	5453212	+	CE	CHX_M4_12	false	5447897	5454552	chr5_5447897_5453116_+	chr5_5453212_5454552_+	true	10.216496	7					5453116	5453212	96	488.91578648950804	0.0	0.5537	0.1819	0.1624	0.1624	false	true	true	CHX
chr9_134049676_134049757_-	chr9	134049676	134049757	-	CE	CHX_M4_12	false	134048454	134050374	chr9_134048454_134049676_-	chr9_134049757_134050374_-	true	8.804878	6					134049676	134049757	81	325.53245244	0.0	0.268	0.1535	0.1394	0.1394	false	true	true	CHX
chr6_111364944_111365042_-	chr6	111364944	111365042	-	CE	CHX_M4_12	false	111363978	111365265	chr6_111363978_111364944_-	chr6_111365042_111365265_-	true	9.141418	6					111364944	111365042	98	651.0	0.0	0.8163	0.1535	0.1453	0.1453	false	true	true	CHX
chr14_45046901_45047024_+	chr14	45046901	45047024	+	CE	CHX_M4_12	false	45046703	45052436	chr14_45046703_45046901_+	chr14_45047024_45052436_+	true	6.838709	7					45046901	45047024	123	379.73122320424204	0.0	0.3564	0.1819	0.093	0.093	false	true	true	CHX
chr5_148411080_148411238_+	chr5	148411080	148411238	+	CE	CHX_M4_12	false	148410765	148414136	chr5_148410765_148411080_+	chr5_148411238_148414136_+	true	14.849056	10					148411080	148411238	158	565.621184843556	0.0	0.69	0.2552	0.2439	0.2439	false	true	true	CHX
chr15_50936446_50936501_+	chr15	50936446	50936501	+	CE	CHX_M4_12	false	50934697	50941442	chr15_50934697_50936446_+	chr15_50936501_50941442_+	true	10.839286	7					50936446	50936501	55	539.0	0.0	0.65	0.1819	0.1732	0.1732	false	true	true	CHX
chr10_124962287_124962408_+	chr10	124962287	124962408	+	CE	CHX_M4_12	false	124943307	124966594	chr10_124943307_124962287_+	chr10_124962408_124966594_+	true	8.901639	8					124962287	124962408	121	594.4392484979759	0.0	0.7335	0.207	0.1422	0.1422	false	true	true	CHX
chr17_51067932_51068012_-	chr17	51067932	51068012	-	CE	CHX_M4_12	false	51056482	51079584	chr17_51056482_51067932_-	chr17_51068012_51079584_-	true	37.790123	35					51067932	51068012	80	662.318688897558	0.0	0.8314	0.5655	0.4871	0.4871	false	true	true	CHX
chr4_128092777_128093031_+	chr4	128092777	128093031	+	CE	CHX_M4_12	false	128091512	128098186	chr4_128091512_128092777_+	chr4_128093031_128098186_+	true	6.486275	3					128092777	128093031	254	562.343590311516	0.0	0.6854	0.0464	0.0853	0.0464	false	true	true	CHX
chr11_33028366_33028480_+	chr11	33028366	33028480	+	CE	CHX_M4_12	false	33027813	33028603	chr11_33027813_33028366_+	chr11_33028480_33028603_+	true	278.4261	78					33028366	33028480	114	403.85600025599996	0.0	0.3951	0.7545	0.9167	0.3951	false	true	true	CHX
chr20_45944245_45944320_+	chr20	45944245	45944320	+	CE	CHX_M4_12	false	45943765	45944868	chr20_45943765_45944245_+	chr20_45944320_45944868_+	true	10.776316	5					45944245	45944320	75	578.0	0.0	0.7095	0.1235	0.1724	0.1235	false	true	true	CHX
chr11_77699781_77699813_-	chr11	77699781	77699813	-	CE	CHX_M4_12	false	77698693	77700721	chr11_77698693_77699781_-	chr11_77699813_77700721_-	true	7.060606	7					77699781	77699813	32	612.0	0.0	0.7602	0.1819	0.0992	0.0992	false	true	true	CHX
chr1_93522888_93523091_+	chr1	93522888	93523091	+	CE	CHX_M4_12	false	93522135	93523344	chr1_93522135_93522888_+	chr1_93523091_93523344_+	true	4.642157	3					93522888	93523091	203	677.2522666144749	0.0	0.8527	0.0464	0.0451	0.0451	false	true	true	CHX
chr6_111330186_111330312_-	chr6	111330186	111330312	-	CE	CHX_M4_12	false	111329738	111331676	chr6_111329738_111330186_-	chr6_111330312_111331676_-	true	6.114173	4					111330186	111330312	126	754.0	0.0	0.948	0.0843	0.0774	0.0774	false	true	true	CHX
chr21_28961078_28961192_-	chr21	28961078	28961192	-	CE	CHX_M4_12	false	28960706	28965865	chr21_28960706_28961078_-	chr21_28961192_28965865_-	true	17.226086	10					28961078	28961192	114	384.240000144	0.0	0.3633	0.2552	0.2785	0.2552	false	true	true	CHX
chr7_32575727_32575824_+	chr7	32575727	32575824	+	CE	CHX_M4_12	false	32573418	32575955	chr7_32573418_32575727_+	chr7_32575824_32575955_+	true	5.653061	4					32575727	32575824	97	508.0	0.0	0.5916	0.0843	0.0669	0.0669	false	true	true	CHX
chr15_50936446_50936501_+	chr15	50936446	50936501	+	CE	CHX_Th2_13	false	50934697	50941442	chr15_50934697_50936446_+	chr15_50936501_50941442_+	true	5.446429	4					50936446	50936501	55	539.0	0.0	0.6561	0.0866	0.0632	0.0632	false	true	true	CHX
chr13_79321234_79321301_-	chr13	79321234	79321301	-	CE	CHX_Th2_13	false	79320710	79322349	chr13_79320710_79321234_-	chr13_79321301_79322349_-	true	11.294218	9					79321234	79321301	67	667.0	0.0	0.8391	0.2314	0.1898	0.1898	false	true	true	CHX
chr11_59657080_59657153_-	chr11	59657080	59657153	-	CE	CHX_Th2_13	false	59656600	59657530	chr11_59656600_59657080_-	chr11_59657153_59657530_-	true	83.63514	74					59657080	59657153	73	687.0	0.0	0.8703	0.7336	0.6923	0.6923	false	true	true	CHX
chr9_134049676_134049757_-	chr9	134049676	134049757	-	CE	CHX_Th2_13	false	134048454	134050374	chr9_134048454_134049676_-	chr9_134049757_134050374_-	true	6.969512	7					134049676	134049757	81	325.53245244	0.0	0.2815	0.1825	0.0954	0.0954	false	true	true	CHX
chr10_95898887_95899018_-	chr10	95898887	95899018	-	CE	CHX_Th2_13	false	95897679	95904830	chr10_95897679_95898887_-	chr10_95899018_95904830_-	true	6.393939	3					95898887	95899018	131	616.0	0.0	0.7699	0.0463	0.0836	0.0463	false	true	true	CHX
chr3_52482642_52482767_+	chr3	52482642	52482767	+	CE	CHX_Th2_13	false	52480295	52484513	chr3_52480295_52482642_+	chr3_52482767_52484513_+	true	6.752307	5					52482642	52482767	125	259.198707954064	0.0	0.217	0.1224	0.0884	0.0884	false	true	true	CHX
chr21_28961078_28961192_-	chr21	28961078	28961192	-	CE	CHX_Th2_13	false	28960706	28965865	chr21_28960706_28961078_-	chr21_28961192_28965865_-	true	7.078261	4					28961078	28961192	114	384.240000144	0.0	0.3736	0.0866	0.0982	0.0866	false	true	true	CHX
chr8_102302271_102302481_-	chr8	102302271	102302481	-	CE	CHX_Th2_13	false	102300151	102304043	chr8_102300151_102302271_-	chr8_102302481_102304043_-	true	8.14218	5					102302271	102302481	210	702.8051063211	0.0	0.8905	0.1224	0.1206	0.1206	false	true	true	CHX
chr20_45944245_45944320_+	chr20	45944245	45944320	+	CE	CHX_Th2_13	false	45943765	45944868	chr20_45943765_45944245_+	chr20_45944320_45944868_+	true	14.078896	9					45944245	45944320	75	578.0	0.0	0.7127	0.2314	0.2316	0.2314	false	true	true	CHX
chr11_33028366_33028480_+	chr11	33028366	33028480	+	CE	CHX_Th2_13	false	33027813	33028603	chr11_33027813_33028366_+	chr11_33028480_33028603_+	true	377.4304	155					33028366	33028480	114	403.85600025599996	0.0	0.4068	0.8656	0.9358	0.4068	false	true	true	CHX
chr7_32575727_32575824_+	chr7	32575727	32575824	+	CE	CHX_Th2_13	false	32573418	32575955	chr7_32573418_32575727_+	chr7_32575824_32575955_+	true	6.551021	3					32575727	32575824	97	508.0	0.0	0.5997	0.0463	0.0856	0.0463	false	true	true	CHX
chr17_51067932_51068012_-	chr17	51067932	51068012	-	CE	CHX_Th2_13	false	51056482	51079584	chr17_51056482_51067932_-	chr17_51068012_51079584_-	true	28.876543	28					51067932	51068012	80	662.318688897558	0.0	0.8333	0.5	0.4036	0.4036	false	true	true	CHX
chr10_124962287_124962408_+	chr10	124962287	124962408	+	CE	CHX_Th2_13	false	124943307	124966594	chr10_124943307_124962287_+	chr10_124962408_124966594_+	true	15.655737	11					124962287	124962408	121	594.4392484979759	0.0	0.7379	0.2762	0.2563	0.2563	false	true	true	CHX
chr14_55394649_55394715_-	chr14	55394649	55394715	-	CE	CHX_Th2_13	false	55390992	55395940	chr14_55390992_55394649_-	chr14_55394715_55395940_-	true	15.838269	12					55394649	55394715	66	469.337702	0.0	0.5262	0.2951	0.2576	0.2576	false	true	true	CHX
chr5_148411080_148411238_+	chr5	148411080	148411238	+	CE	CHX_Th2_13	false	148410765	148414136	chr5_148410765_148411080_+	chr5_148411238_148414136_+	true	11.201258	5					148411080	148411238	158	565.621184843556	0.0	0.6946	0.1224	0.1883	0.1224	false	true	true	CHX
chr11_59657080_59657153_-	chr11	59657080	59657153	-	CE	CHX_Th2_14	false	59656600	59657530	chr11_59656600_59657080_-	chr11_59657153_59657530_-	true	76.824326	61					59657080	59657153	73	687.0	0.0	0.8687	0.6972	0.683	0.683	false	true	true	CHX
chr1_176144005_176144100_-	chr1	176144005	176144100	-	CE	CHX_Th2_14	false	176136547	176149006	chr1_176136547_176144005_-	chr1_176144100_176149006_-	true	3.5	3					176144005	176144100	95	639.0	0.0	0.8028	0.0499	0.026	0.026	false	true	true	CHX
chr4_128092777_128093031_+	chr4	128092777	128093031	+	CE	CHX_Th2_14	false	128091512	128098186	chr4_128091512_128092777_+	chr4_128093031_128098186_+	true	4.486275	6					128092777	128093031	254	562.343590311516	0.0	0.6891	0.1534	0.041	0.041	false	true	true	CHX
chr6_111364944_111365042_-	chr6	111364944	111365042	-	CE	CHX_Th2_14	false	111363978	111365265	chr6_111363978_111364944_-	chr6_111365042_111365265_-	true	3.686869	5					111364944	111365042	98	651.0	0.0	0.8168	0.1226	0.0288	0.0288	false	true	true	CHX
chr20_45944245_45944320_+	chr20	45944245	45944320	+	CE	CHX_Th2_14	false	45943765	45944868	chr20_45943765_45944245_+	chr20_45944320_45944868_+	true	17.236841	14					45944245	45944320	75	578.0	0.0	0.7109	0.3344	0.2771	0.2771	false	true	true	CHX
chr13_79321234_79321301_-	chr13	79321234	79321301	-	CE	CHX_Th2_14	false	79320710	79322349	chr13_79320710_79321234_-	chr13_79321301_79322349_-	true	13.323529	9					79321234	79321301	67	667.0	0.0	0.8384	0.2341	0.2206	0.2206	false	true	true	CHX
chrX_55752227_55752353_+	chrX	55752227	55752353	+	CE	CHX_Th2_14	false	55751196	55753392	chrX_55751196_55752227_+	chrX_55752353_55753392_+	true	4.241874	4					55752227	55752353	126	725.0	0.0	0.9188	0.0865	0.0366	0.0366	false	true	true	CHX
chr5_5453116_5453212_+	chr5	5453116	5453212	+	CE	CHX_Th2_14	false	5447897	5454552	chr5_5447897_5453116_+	chr5_5453212_5454552_+	true	5.587629	6					5453116	5453212	96	488.91578648950804	0.0	0.5626	0.1534	0.0664	0.0664	false	true	true	CHX
chr9_71700061_71700191_-	chr9	71700061	71700191	-	CE	CHX_Th2_14	false	71698204	71700642	chr9_71698204_71700061_-	chr9_71700191_71700642_-	true	11.007633	8					71700061	71700191	130	449.049635138129	0.0	0.4812	0.2087	0.1809	0.1809	false	true	true	CHX
chr9_134049676_134049757_-	chr9	134049676	134049757	-	CE	CHX_Th2_14	false	134048454	134050374	chr9_134048454_134049676_-	chr9_134049757_134050374_-	true	6.646341	3					134049676	134049757	81	325.53245244	0.0	0.2743	0.0499	0.0911	0.0499	false	true	true	CHX
chr7_99917772_99917885_-	chr7	99917772	99917885	-	CE	CHX_Th2_14	false	99916779	99919009	chr7_99916779_99917772_-	chr7_99917885_99919009_-	true	8.666667	7					99917772	99917885	113	480.0	0.0	0.5445	0.1819	0.1308	0.1308	false	true	true	CHX
chr10_124962287_124962408_+	chr10	124962287	124962408	+	CE	CHX_Th2_14	false	124943307	124966594	chr10_124943307_124962287_+	chr10_124962408_124966594_+	true	16.295082	8					124962287	124962408	121	594.4392484979759	0.0	0.7361	0.2087	0.2613	0.2087	false	true	true	CHX
chr6_111330186_111330312_-	chr6	111330186	111330312	-	CE	CHX_Th2_14	false	111329738	111331676	chr6_111329738_111330186_-	chr6_111330312_111331676_-	true	6.606299	5					111330186	111330312	126	754.0	0.0	0.9481	0.1226	0.0903	0.0903	false	true	true	CHX
chr3_126460376_126460438_-	chr3	126460376	126460438	-	CE	CHX_Th2_14	false	126459737	126461535	chr3_126459737_126460376_-	chr3_126460438_126461535_-	true	18.47619	6					126460376	126460438	62	450.506969777349	0.0	0.4827	0.1534	0.2939	0.1534	false	true	true	CHX
chr17_51067932_51068012_-	chr17	51067932	51068012	-	CE	CHX_Th2_14	false	51056482	51079584	chr17_51056482_51067932_-	chr17_51068012_51079584_-	true	35.51852	35					51067932	51068012	80	662.318688897558	0.0	0.8318	0.5654	0.4728	0.4728	false	true	true	CHX
chr11_33028366_33028480_+	chr11	33028366	33028480	+	CE	CHX_Th2_14	false	33027813	33028603	chr11_33027813_33028366_+	chr11_33028480_33028603_+	true	406.76086	156					33028366	33028480	114	403.85600025599996	0.0	0.3975	0.87	0.9427	0.3975	false	true	true	CHX
chr14_55394649_55394715_-	chr14	55394649	55394715	-	CE	CHX_Th2_14	false	55390992	55395940	chr14_55390992_55394649_-	chr14_55394715_55395940_-	true	17.104479	9					55394649	55394715	66	469.337702	0.0	0.5211	0.2341	0.2748	0.2341	false	true	true	CHX
chr17_45283114_45283266_-	chr17	45283114	45283266	-	CE	CHX_Th2_14	false	45274593	45284812	chr17_45274593_45283114_-	chr17_45283266_45284812_-	true	7.875817	3					45283114	45283266	152	232.28222239672797	0.0	0.1855	0.0499	0.1142	0.0499	false	true	true	CHX
chr5_148411080_148411238_+	chr5	148411080	148411238	+	CE	CHX_Th2_14	false	148410765	148414136	chr5_148410765_148411080_+	chr5_148411238_148414136_+	true	16.679245	6					148411080	148411238	158	565.621184843556	0.0	0.6924	0.1534	0.2672	0.1534	false	true	true	CHX
chr9_134049676_134049757_-	chr9	134049676	134049757	-	CE	CHX_Th2_15	false	134048454	134050374	chr9_134048454_134049676_-	chr9_134049757_134050374_-	true	10.536586	8					134049676	134049757	81	325.53245244	0.0	0.2794	0.2052	0.1741	0.1741	false	true	true	CHX
chr7_99917772_99917885_-	chr7	99917772	99917885	-	CE	CHX_Th2_15	false	99916779	99919009	chr7_99916779_99917772_-	chr7_99917885_99919009_-	true	10.36842	5					99917772	99917885	113	480.0	0.0	0.5442	0.1147	0.171	0.1147	false	true	true	CHX
chr13_79321234_79321301_-	chr13	79321234	79321301	-	CE	CHX_Th2_15	false	79320710	79322349	chr13_79320710_79321234_-	chr13_79321301_79322349_-	true	9.236878	5					79321234	79321301	67	667.0	0.0	0.8428	0.1147	0.1475	0.1147	false	true	true	CHX
chr1_154241700_154241797_+	chr1	154241700	154241797	+	CE	CHX_Th2_15	false	154241565	154243217	chr1_154241565_154241700_+	chr1_154241797_154243217_+	true	99.36735	68					154241700	154241797	97	588.000022985755	0.0	0.7314	0.7158	0.735	0.7158	false	true	true	CHX
chr11_59657080_59657153_-	chr11	59657080	59657153	-	CE	CHX_Th2_15	false	59656600	59657530	chr11_59656600_59657080_-	chr11_59657153_59657530_-	true	91.77028	88					59657080	59657153	73	687.0	0.0	0.8706	0.7686	0.7178	0.7178	false	true	true	CHX
chr11_33028366_33028480_+	chr11	33028366	33028480	+	CE	CHX_Th2_15	false	33027813	33028603	chr11_33027813_33028366_+	chr11_33028480_33028603_+	true	391.16956	152					33028366	33028480	114	403.85600025599996	0.0	0.404	0.8615	0.9366	0.404	false	true	true	CHX
chr22_19405463_19405531_-	chr22	19405463	19405531	-	CE	CHX_Th2_15	false	19398087	19405786	chr22_19398087_19405463_-	chr22_19405531_19405786_-	true	5.565217	4					19405463	19405531	68	300.30395231250003	0.0	0.2529	0.0872	0.0657	0.0657	false	true	true	CHX
chr8_102302271_102302481_-	chr8	102302271	102302481	-	CE	CHX_Th2_15	false	102300151	102304043	chr8_102300151_102302271_-	chr8_102302481_102304043_-	true	10.606635	8					102302271	102302481	210	702.8051063211	0.0	0.8898	0.2052	0.1756	0.1756	false	true	true	CHX
chr10_95898887_95899018_-	chr10	95898887	95899018	-	CE	CHX_Th2_15	false	95897679	95904830	chr10_95897679_95898887_-	chr10_95899018_95904830_-	true	5.613636	3					95898887	95899018	131	616.0	0.0	0.7703	0.0432	0.0662	0.0432	false	true	true	CHX
chr17_51067932_51068012_-	chr17	51067932	51068012	-	CE	CHX_Th2_15	false	51056482	51079584	chr17_51056482_51067932_-	chr17_51068012_51079584_-	true	31.518518	29					51067932	51068012	80	662.318688897558	0.0	0.8363	0.5013	0.4282	0.4282	false	true	true	CHX
chr14_55394649_55394715_-	chr14	55394649	55394715	-	CE	CHX_Th2_15	false	55390992	55395940	chr14_55390992_55394649_-	chr14_55394715_55395940_-	true	11.95522	5					55394649	55394715	66	469.337702	0.0	0.5225	0.1147	0.1973	0.1147	false	true	true	CHX
chr10_124962287_124962408_+	chr10	124962287	124962408	+	CE	CHX_Th2_15	false	124943307	124966594	chr10_124943307_124962287_+	chr10_124962408_124966594_+	true	15.885246	11					124962287	124962408	121	594.4392484979759	0.0	0.7413	0.2693	0.261	0.261	false	true	true	CHX
chr3_52482642_52482767_+	chr3	52482642	52482767	+	CE	CHX_Th2_15	false	52480295	52484513	chr3_52480295_52482642_+	chr3_52482767_52484513_+	true	4.481113	4					52482642	52482767	125	259.198707954064	0.0	0.2132	0.0872	0.0442	0.0442	false	true	true	CHX
chr21_28961078_28961192_-	chr21	28961078	28961192	-	CE	CHX_Th2_15	false	28960706	28965865	chr21_28960706_28961078_-	chr21_28961192_28965865_-	true	10.086957	4					28961078	28961192	114	384.240000144	0.0	0.3727	0.0872	0.1662	0.0872	false	true	true	CHX
chr1_37588960_37589082_-	chr1	37588960	37589082	-	CE	CHX_WT_16	false	37587495	37590706	chr1_37587495_37588960_-	chr1_37589082_37590706_-	true	14.845529	10					37588960	37589082	122	245.60150726620898	0.0	0.1976	0.2408	0.2388	0.1976	false	true	true	CHX
chr6_111364944_111365042_-	chr6	111364944	111365042	-	CE	CHX_WT_16	false	111363978	111365265	chr6_111363978_111364944_-	chr6_111365042_111365265_-	true	7.525252	8					111364944	111365042	98	651.0	0.0	0.8098	0.2021	0.1094	0.1094	false	true	true	CHX
chr10_124962287_124962408_+	chr10	124962287	124962408	+	CE	CHX_WT_16	false	124943307	124966594	chr10_124943307_124962287_+	chr10_124962408_124966594_+	true	23.62705	13					124962287	124962408	121	594.4392484979759	0.0	0.7327	0.2984	0.3416	0.2984	false	true	true	CHX
chr14_45046901_45047024_+	chr14	45046901	45047024	+	CE	CHX_WT_16	false	45046703	45052436	chr14_45046703_45046901_+	chr14_45047024_45052436_+	true	3.532258	3					45046901	45047024	123	379.73122320424204	0.0	0.3613	0.0379	0.0248	0.0248	false	true	true	CHX
chr1_154241700_154241797_+	chr1	154241700	154241797	+	CE	CHX_WT_16	false	154241565	154243217	chr1_154241565_154241700_+	chr1_154241797_154243217_+	true	121.43877	88					154241700	154241797	97	588.000022985755	0.0	0.7233	0.7701	0.7804	0.7233	false	true	true	CHX
chr8_102302271_102302481_-	chr8	102302271	102302481	-	CE	CHX_WT_16	false	102300151	102304043	chr8_102300151_102302271_-	chr8_102302481_102304043_-	true	10.772511	4					102302271	102302481	210	702.8051063211	0.0	0.8868	0.0778	0.1748	0.0778	false	true	true	CHX
chr4_128092777_128093031_+	chr4	128092777	128093031	+	CE	CHX_WT_16	false	128091512	128098186	chr4_128091512_128092777_+	chr4_128093031_128098186_+	true	5.058824	5					128092777	128093031	254	562.343590311516	0.0	0.6892	0.1147	0.0513	0.0513	false	true	true	CHX
chr14_55394649_55394715_-	chr14	55394649	55394715	-	CE	CHX_WT_16	false	55390992	55395940	chr14_55390992_55394649_-	chr14_55394715_55395940_-	true	17.238806	6					55394649	55394715	66	469.337702	0.0	0.5179	0.146	0.2691	0.146	false	true	true	CHX
chr3_119437588_119437649_-	chr3	119437588	119437649	-	CE	CHX_WT_16	false	119436978	119437755	chr3_119436978_119437588_-	chr3_119437649_119437755_-	true	12.193548	5					119437588	119437649	61	692.0	0.0	0.8714	0.1147	0.1976	0.1147	false	true	true	CHX
chrX_55752241_55752353_+	chrX	55752241	55752353	+	CE	CHX_WT_16	false	55751196	55753392	chrX_55751196_55752241_+	chrX_55752353_55753392_+	true	4.97609	5					55752241	55752353	112	725.0	0.0	0.9174	0.1147	0.0488	0.0488	false	true	true	CHX
