exon_id	seqname	start	end	strand	event_type	sample_name	is_annotated	coord_prev	coord_next	junction_id_l	junction_id_r	is_annotated_right	cov	ipsa_min	exon_id_right	cov_right	start_right	end_right	novel_start	novel_end	novel_length	cons_avg	ann_frac	cons_avg_ann_cdf	ipsa_min_ann_cdf	cov_ann_cdf	ann_cdf_min	refseq_annotated	is_left_novel	is_right_novel	meta
chr6_42634248_42634294_+	chr6	42634248	42634294	+	CE	CHX_M4_10	false	42632904	42635418	chr6_42632904_42634248_+	chr6_42634294_42635418_+	true	8.457447	6					42634248	42634294	46	226.947224	0.0	0.1522	0.1566	0.1351	0.1351	false	true	true	CHX
chr7_21443591_21443645_+	chr7	21443591	21443645	+	CE	CHX_M4_10	false	21430843	21477079	chr7_21430843_21443591_+	chr7_21443645_21477079_+	true	5.527273	4					21443591	21443645	54	532.0	0.0	0.5953	0.0781	0.0654	0.0654	false	true	true	CHX
chr5_43614500_43614619_+	chr5	43614500	43614619	+	CE	CHX_M4_10	false	43613137	43615848	chr5_43613137_43614500_+	chr5_43614619_43615848_+	true	9.75	7					43614500	43614619	119	567.0	0.0	0.7017	0.1819	0.164	0.164	false	true	true	CHX
chr4_48598829_48598873_-	chr4	48598829	48598873	-	CE	CHX_M4_10	false	48596000	48602020	chr4_48596000_48598829_-	chr4_48598873_48602020_-	true	9.709676	6					48598829	48598873	44	609.0	0.0	0.8068	0.1566	0.1637	0.1566	false	true	true	CHX
chr20_45944245_45944320_+	chr20	45944245	45944320	+	CE	CHX_M4_10	false	45943765	45944868	chr20_45943765_45944245_+	chr20_45944320_45944868_+	true	7.56579	7					45944245	45944320	75	559.0	0.0	0.6833	0.1819	0.1101	0.1101	false	true	true	CHX
chr1_206459585_206459679_+	chr1	206459585	206459679	+	CE	CHX_M4_10	false	206458947	206461037	chr1_206458947_206459585_+	chr1_206459679_206461037_+	true	8.010527	4					206459585	206459679	94	540.0	0.0	0.6221	0.0781	0.1222	0.0781	false	true	true	CHX
chr14_45046901_45047024_+	chr14	45046901	45047024	+	CE	CHX_M4_10	false	45046703	45052436	chr14_45046703_45046901_+	chr14_45047024_45052436_+	true	4.282258	4					45046901	45047024	123	438.358405845019	0.0	0.3543	0.0781	0.0397	0.0397	false	true	true	CHX
chr11_59657080_59657153_-	chr11	59657080	59657153	-	CE	CHX_M4_10	false	59656600	59657530	chr11_59656600_59657080_-	chr11_59657153_59657530_-	true	86.02702	72					59657080	59657153	73	760.0	0.0	0.9763	0.7269	0.7051	0.7051	false	true	true	CHX
chr15_82821711_82821839_+	chr15	82821711	82821839	+	CE	CHX_M4_10	false	82819488	82823100	chr15_82819488_82821711_+	chr15_82821839_82823100_+	true	121.225914	72					82821711	82821839	128	525.0	0.0	0.5748	0.7269	0.785	0.5748	false	true	true	CHX
chr11_32947701_32947729_+	chr11	32947701	32947729	+	CE	CHX_M4_10	false	32935435	32953857	chr11_32935435_32947701_+	chr11_32947729_32953857_+	true	6.068965	4					32947701	32947729	28	431.0	0.0	0.3417	0.0781	0.0786	0.0781	false	true	true	CHX
chr6_122429993_122430148_+	chr6	122429993	122430148	+	CE	CHX_M4_10	false	122427956	122431430	chr6_122427956_122429993_+	chr6_122430148_122431430_+	true	4.929487	3					122429993	122430148	155	421.0	0.0	0.3259	0.0397	0.0523	0.0397	false	true	true	CHX
chr9_6465744_6465846_+	chr9	6465744	6465846	+	CE	CHX_M4_10	false	6460791	6475391	chr9_6460791_6465744_+	chr9_6465846_6475391_+	true	45.932037	32					6465744	6465846	102	477.0	0.0	0.4355	0.5256	0.5351	0.4355	false	true	true	CHX
chr12_62381135_62381219_+	chr12	62381135	62381219	+	CE	CHX_M4_10	false	62355475	62381490	chr12_62355475_62381135_+	chr12_62381219_62381490_+	true	4.164706	3					62381135	62381219	84	593.0	0.0	0.7714	0.0397	0.0376	0.0376	false	true	true	CHX
chr6_135010614_135010759_-	chr6	135010614	135010759	-	CE	CHX_M4_10	false	135002842	135039573	chr6_135002842_135010614_-	chr6_135010759_135039573_-	true	4.061644	5					135010614	135010759	145	305.09628982906	0.0	0.2147	0.1191	0.0373	0.0373	false	true	true	CHX
chr20_2999331_2999425_+	chr20	2999331	2999425	+	CE	CHX_M4_10	false	2988474	3005056	chr20_2988474_2999331_+	chr20_2999425_3005056_+	true	6.547369	6					2999331	2999425	94	584.0	0.0	0.749	0.1566	0.0865	0.0865	false	true	true	CHX
chr9_86298767_86298830_-	chr9	86298767	86298830	-	CE	CHX_M4_10	false	86288744	86301276	chr9_86288744_86298767_-	chr9_86298830_86301276_-	true	8.611259	12					86298767	86298830	63	545.0	0.0	0.6394	0.2936	0.1388	0.1388	false	true	true	CHX
chr5_148411080_148411238_+	chr5	148411080	148411238	+	CE	CHX_M4_11	false	148410765	148414136	chr5_148410765_148411080_+	chr5_148411238_148414136_+	true	9.918239	4					148411080	148411238	158	514.2129112410161	0.0	0.5339	0.0883	0.1696	0.0883	false	true	true	CHX
chr1_70293504_70293620_-	chr1	70293504	70293620	-	CE	CHX_M4_11	false	70292549	70296130	chr1_70292549_70293504_-	chr1_70293620_70296130_-	true	11.128205	7					70293504	70293620	116	582.0	0.0	0.7396	0.1899	0.1941	0.1899	false	true	true	CHX
chr17_44419275_44419311_-	chr17	44419275	44419311	-	CE	CHX_M4_11	false	44406051	44424349	chr17_44406051_44419275_-	chr17_44419311_44424349_-	true	13.594595	12					44419275	44419311	36	552.0	0.0	0.656	0.3009	0.2374	0.2374	false	true	true	CHX
chr1_176144005_176144100_-	chr1	176144005	176144100	-	CE	CHX_M4_11	false	176136547	176149006	chr1_176136547_176144005_-	chr1_176144100_176149006_-	true	4.333333	3					176144005	176144100	95	587.0	0.0	0.7515	0.0491	0.038	0.038	false	true	true	CHX
chr6_122429993_122430148_+	chr6	122429993	122430148	+	CE	CHX_M4_11	false	122427956	122431430	chr6_122427956_122429993_+	chr6_122430148_122431430_+	true	5.685898	3					122429993	122430148	155	421.0	0.0	0.3151	0.0491	0.0738	0.0491	false	true	true	CHX
chr9_131486481_131486541_+	chr9	131486481	131486541	+	CE	CHX_M4_11	false	131486182	131487167	chr9_131486182_131486481_+	chr9_131486541_131487167_+	true	15.442622	11					131486481	131486541	60	486.0	0.0	0.4489	0.281	0.266	0.266	false	true	true	CHX
chr9_6465744_6465846_+	chr9	6465744	6465846	+	CE	CHX_M4_11	false	6460791	6475391	chr9_6460791_6465744_+	chr9_6465846_6475391_+	true	48.62136	29					6465744	6465846	102	477.0	0.0	0.4253	0.5242	0.5783	0.4253	false	true	true	CHX
chr9_86298767_86298830_-	chr9	86298767	86298830	-	CE	CHX_M4_11	false	86288744	86301276	chr9_86288744_86298767_-	chr9_86298830_86301276_-	true	16.686304	23					86298767	86298830	63	545.0	0.0	0.6349	0.4642	0.2862	0.2862	false	true	true	CHX
chr6_72299090_72299177_+	chr6	72299090	72299177	+	CE	CHX_M4_11	false	72295966	72307258	chr6_72295966_72299090_+	chr6_72299177_72307258_+	true	3.375	3					72299090	72299177	87	627.0	0.0	0.842	0.0491	0.0247	0.0247	false	true	true	CHX
chr6_89148525_89148574_+	chr6	89148525	89148574	+	CE	CHX_M4_11	false	89146609	89149265	chr6_89146609_89148525_+	chr6_89148574_89149265_+	true	7.24	6					89148525	89148574	49	590.0	0.0	0.7579	0.1602	0.1133	0.1133	false	true	true	CHX
chr15_82821711_82821839_+	chr15	82821711	82821839	+	CE	CHX_M4_11	false	82819488	82823100	chr15_82819488_82821711_+	chr15_82821839_82823100_+	true	107.7272	57					82821711	82821839	128	525.0	0.0	0.5666	0.6999	0.7821	0.5666	false	true	true	CHX
chr11_59657080_59657153_-	chr11	59657080	59657153	-	CE	CHX_M4_11	false	59656600	59657530	chr11_59656600_59657080_-	chr11_59657153_59657530_-	true	74.10811	63					59657080	59657153	73	760.0	0.0	0.9745	0.7227	0.6968	0.6968	false	true	true	CHX
chr7_149211671_149211723_+	chr7	149211671	149211723	+	CE	CHX_M4_11	false	149210704	149212358	chr7_149210704_149211671_+	chr7_149211723_149212358_+	true	10.679245	6					149211671	149211723	52	264.333366375	0.0	0.1652	0.1602	0.1871	0.1602	false	true	true	CHX
chr4_48598829_48598873_-	chr4	48598829	48598873	-	CE	CHX_M4_11	false	48596000	48602020	chr4_48596000_48598829_-	chr4_48598873_48602020_-	true	9.4675045	10					48598829	48598873	44	609.0	0.0	0.8007	0.2629	0.1619	0.1619	false	true	true	CHX
chr5_43614500_43614619_+	chr5	43614500	43614619	+	CE	CHX_M4_11	false	43613137	43615848	chr5_43613137_43614500_+	chr5_43614619_43615848_+	true	8.341666	4					43614500	43614619	119	567.0	0.0	0.6993	0.0883	0.1374	0.0883	false	true	true	CHX
chr17_37473732_37473801_+	chr17	37473732	37473801	+	CE	CHX_M4_11	false	37471137	37474556	chr17_37471137_37473732_+	chr17_37473801_37474556_+	true	5.4	4					37473732	37473801	69	470.0	0.0	0.4087	0.0883	0.0647	0.0647	false	true	true	CHX
chr7_74715123_74715166_+	chr7	74715123	74715166	+	CE	CHX_M4_11	false	74714916	74716894	chr7_74714916_74715123_+	chr7_74715166_74716894_+	true	5.249978	5					74715123	74715166	43	611.0	0.0	0.8076	0.1266	0.0605	0.0605	false	true	true	CHX
chr14_74771692_74771746_+	chr14	74771692	74771746	+	CE	CHX_M4_11	false	74764362	74778447	chr14_74764362_74771692_+	chr14_74771746_74778447_+	true	5.127273	5					74771692	74771746	54	581.0	0.0	0.7388	0.1266	0.0583	0.0583	false	true	true	CHX
chr6_111364944_111365042_-	chr6	111364944	111365042	-	CE	CHX_M4_11	false	111363978	111365265	chr6_111363978_111364944_-	chr6_111365042_111365265_-	true	9.434343	6					111364944	111365042	98	423.02728760654696	0.0	0.3182	0.1602	0.1613	0.1602	false	true	true	CHX
chr21_28961078_28961192_-	chr21	28961078	28961192	-	CE	CHX_M4_11	false	28960706	28965865	chr21_28960706_28961078_-	chr21_28961192_28965865_-	true	13.399999	9					28961078	28961192	114	562.0	0.0	0.6874	0.2374	0.2357	0.2357	false	true	true	CHX
chr13_69702145_69702207_-	chr13	69702145	69702207	-	CE	CHX_M4_11	false	69701761	69707625	chr13_69701761_69702145_-	chr13_69702207_69707625_-	true	34.015873	31					69702145	69702207	62	325.4796	0.0	0.2193	0.5414	0.4736	0.2193	false	true	true	CHX
chr1_154241700_154241797_+	chr1	154241700	154241797	+	CE	CHX_M4_11	false	154241565	154243217	chr1_154241565_154241700_+	chr1_154241797_154243217_+	true	69.62245	53					154241700	154241797	97	673.0	0.0	0.9112	0.6827	0.6818	0.6818	false	true	true	CHX
chr12_92800881_92800921_-	chr12	92800881	92800921	-	CE	CHX_M4_11	false	92799086	92801600	chr12_92799086_92800881_-	chr12_92800921_92801600_-	true	4.317073	3					92800881	92800921	40	306.0	0.0	0.2032	0.0491	0.0378	0.0378	false	true	true	CHX
chr21_15822288_15822411_+	chr21	15822288	15822411	+	CE	CHX_M4_11	false	15818846	15824039	chr21_15818846_15822288_+	chr21_15822411_15824039_+	true	8.604838	7					15822288	15822411	123	445.0	0.0	0.3576	0.1899	0.1427	0.1427	false	true	true	CHX
chr6_149678682_149678745_-	chr6	149678682	149678745	-	CE	CHX_M4_11	false	149676737	149679875	chr6_149676737_149678682_-	chr6_149678745_149679875_-	true	6.0625	5					149678682	149678745	63	545.0	0.0	0.6349	0.1266	0.085	0.085	false	true	true	CHX
chr11_33028366_33028480_+	chr11	33028366	33028480	+	CE	CHX_M4_11	false	33027813	33028603	chr11_33027813_33028366_+	chr11_33028480_33028603_+	true	291.65652	98					33028366	33028480	114	456.432	0.0	0.3792	0.8084	0.9223	0.3792	false	true	true	CHX
chrX_70162346_70162464_+	chrX	70162346	70162464	+	CE	CHX_M4_11	false	70150322	70165833	chrX_70150322_70162346_+	chrX_70162464_70165833_+	true	17.201681	14					70162346	70162464	118	443.0	0.0	0.3537	0.3356	0.2954	0.2954	false	true	true	CHX
chr17_61953369_61953463_-	chr17	61953369	61953463	-	CE	CHX_M4_11	false	61953113	61955382	chr17_61953113_61953369_-	chr17_61953463_61955382_-	true	8.052631	6					61953369	61953463	94	537.0	0.0	0.6105	0.1602	0.1313	0.1313	false	true	true	CHX
chr2_53913871_53913931_-	chr2	53913871	53913931	-	CE	CHX_M4_11	false	53910130	53919151	chr2_53910130_53913871_-	chr2_53913931_53919151_-	true	7.950819	7					53913871	53913931	60	636.0	0.0	0.8551	0.1899	0.1283	0.1283	false	true	true	CHX
chr10_124962287_124962408_+	chr10	124962287	124962408	+	CE	CHX_M4_11	false	124943307	124966594	chr10_124943307_124962287_+	chr10_124962408_124966594_+	true	13.97541	7					124962287	124962408	121	696.0	0.0	0.9356	0.1899	0.2432	0.1899	false	true	true	CHX
chr8_123788201_123788247_+	chr8	123788201	123788247	+	CE	CHX_M4_11	false	123787750	123789613	chr8_123787750_123788201_+	chr8_123788247_123789613_+	true	7.659575	8					123788201	123788247	46	447.0	0.0	0.3615	0.2152	0.1219	0.1219	false	true	true	CHX
chr18_8625801_8625994_+	chr18	8625801	8625994	+	CE	CHX_M4_11	false	8624998	8633189	chr18_8624998_8625801_+	chr18_8625994_8633189_+	true	9.927835	3					8625801	8625994	193	485.29425393150495	0.0	0.445	0.0491	0.1699	0.0491	false	true	true	CHX
chr5_108897963_108898132_+	chr5	108897963	108898132	+	CE	CHX_M4_11	false	108897848	108946130	chr5_108897848_108897963_+	chr5_108898132_108946130_+	true	6.141176	6					108897963	108898132	169	550.0	0.0	0.6499	0.1602	0.0861	0.0861	false	true	true	CHX
chr1_155263573_155263708_-	chr1	155263573	155263708	-	CE	CHX_M4_11	false	155263400	155263950	chr1_155263400_155263573_-	chr1_155263708_155263950_-	true	12.308824	7					155263573	155263708	135	582.0	0.0	0.7396	0.1899	0.2177	0.1899	false	true	true	CHX
chrX_55752227_55752401_+	chrX	55752227	55752401	+	CE	CHX_M4_11	false	55751196	55753392	chrX_55751196_55752227_+	chrX_55752401_55753392_+	true	3.57126	4					55752227	55752401	174	713.0	0.0	0.9506	0.0883	0.028	0.028	false	true	true	CHX
chr1_206459585_206459679_+	chr1	206459585	206459679	+	CE	CHX_M4_12	false	206458947	206461037	chr1_206458947_206459585_+	chr1_206459679_206461037_+	true	7.063158	5					206459585	206459679	94	540.0	0.0	0.6154	0.1246	0.1015	0.1015	false	true	true	CHX
chr11_59657080_59657153_-	chr11	59657080	59657153	-	CE	CHX_M4_12	false	59656600	59657530	chr11_59656600_59657080_-	chr11_59657153_59657530_-	true	73.175674	67					59657080	59657153	73	760.0	0.0	0.9761	0.72	0.6701	0.6701	false	true	true	CHX
chr15_82821711_82821839_+	chr15	82821711	82821839	+	CE	CHX_M4_12	false	82819488	82823100	chr15_82819488_82821711_+	chr15_82821839_82823100_+	true	112.97675	72					82821711	82821839	128	525.0	0.0	0.5697	0.7353	0.7805	0.5697	false	true	true	CHX
chr5_5453116_5453212_+	chr5	5453116	5453212	+	CE	CHX_M4_12	false	5447897	5454552	chr5_5447897_5453116_+	chr5_5453212_5454552_+	true	10.216496	7					5453116	5453212	96	583.0	0.0	0.7421	0.1798	0.1632	0.1632	false	true	true	CHX
chr9_134049676_134049757_-	chr9	134049676	134049757	-	CE	CHX_M4_12	false	134048454	134050374	chr9_134048454_134049676_-	chr9_134049757_134050374_-	true	8.804878	6					134049676	134049757	81	505.0	0.0	0.5118	0.1538	0.1427	0.1427	false	true	true	CHX
chr21_15822288_15822411_+	chr21	15822288	15822411	+	CE	CHX_M4_12	false	15818846	15824039	chr21_15818846_15822288_+	chr21_15822411_15824039_+	true	16.298388	11					15822288	15822411	123	445.0	0.0	0.3638	0.2734	0.2629	0.2629	false	true	true	CHX
chr6_111364944_111365042_-	chr6	111364944	111365042	-	CE	CHX_M4_12	false	111363978	111365265	chr6_111363978_111364944_-	chr6_111365042_111365265_-	true	9.141418	6					111364944	111365042	98	423.02728760654696	0.0	0.3265	0.1538	0.1475	0.1475	false	true	true	CHX
chr9_86298767_86298830_-	chr9	86298767	86298830	-	CE	CHX_M4_12	false	86288744	86301276	chr9_86288744_86298767_-	chr9_86298830_86301276_-	true	16.62038	9					86298767	86298830	63	545.0	0.0	0.6317	0.23	0.2684	0.23	false	true	true	CHX
chr6_122429993_122430148_+	chr6	122429993	122430148	+	CE	CHX_M4_12	false	122423686	122431430	chr6_122423686_122429993_+	chr6_122430148_122431430_+	true	7.1352854	7					122429993	122430148	155	421.0	0.0	0.3228	0.1798	0.103	0.103	false	true	true	CHX
chr7_21443591_21443645_+	chr7	21443591	21443645	+	CE	CHX_M4_12	false	21430843	21477079	chr7_21430843_21443591_+	chr7_21443645_21477079_+	true	6.381818	5					21443591	21443645	54	532.0	0.0	0.5883	0.1246	0.0831	0.0831	false	true	true	CHX
chrX_55752241_55752401_+	chrX	55752241	55752401	+	CE	CHX_M4_12	false	55751196	55753392	chrX_55751196_55752241_+	chrX_55752401_55753392_+	true	5.00072	5					55752241	55752401	160	713.0	0.0	0.9524	0.1246	0.0526	0.0526	false	true	true	CHX
chr7_149211671_149211723_+	chr7	149211671	149211723	+	CE	CHX_M4_12	false	149210704	149212358	chr7_149210704_149211671_+	chr7_149211723_149212358_+	true	14.849056	6					149211671	149211723	52	264.333366375	0.0	0.1727	0.1538	0.2424	0.1538	false	true	true	CHX
chr5_61525016_61525147_+	chr5	61525016	61525147	+	CE	CHX_M4_12	false	61521442	61525800	chr5_61521442_61525016_+	chr5_61525147_61525800_+	true	23.310608	19					61525016	61525147	131	826.0	0.0	0.9921	0.4043	0.3528	0.3528	false	true	true	CHX
chr14_45046901_45047024_+	chr14	45046901	45047024	+	CE	CHX_M4_12	false	45046703	45052436	chr14_45046703_45046901_+	chr14_45047024_45052436_+	true	6.838709	7					45046901	45047024	123	438.358405845019	0.0	0.3525	0.1798	0.0944	0.0944	false	true	true	CHX
chr6_41588873_41588895_+	chr6	41588873	41588895	+	CE	CHX_M4_12	false	41588731	41589771	chr6_41588731_41588873_+	chr6_41588895_41589771_+	true	7.26087	5					41588873	41588895	22	435.0	0.0	0.3467	0.1246	0.1062	0.1062	false	true	true	CHX
chr4_38694474_38694552_+	chr4	38694474	38694552	+	CE	CHX_M4_12	false	38689879	38694746	chr4_38689879_38694474_+	chr4_38694552_38694746_+	true	6.202532	5					38694474	38694552	78	602.0	0.0	0.7852	0.1246	0.0794	0.0794	false	true	true	CHX
chr10_43162200_43162360_+	chr10	43162200	43162360	+	CE	CHX_M4_12	false	43160595	43163866	chr10_43160595_43162200_+	chr10_43162360_43163866_+	true	5.403726	3					43162200	43162360	160	602.0	0.0	0.7852	0.0471	0.0605	0.0471	false	true	true	CHX
chr1_70293504_70293620_-	chr1	70293504	70293620	-	CE	CHX_M4_12	false	70292549	70296130	chr1_70292549_70293504_-	chr1_70293620_70296130_-	true	6.717949	6					70293504	70293620	116	582.0	0.0	0.7387	0.1538	0.0925	0.0925	false	true	true	CHX
chr8_100134956_100135019_-	chr8	100134956	100135019	-	CE	CHX_M4_12	false	100134364	100137565	chr8_100134364_100134956_-	chr8_100135019_100137565_-	true	5.674067	7					100134956	100135019	63	433.0	0.0	0.3444	0.1798	0.0676	0.0676	false	true	true	CHX
chr5_148411080_148411238_+	chr5	148411080	148411238	+	CE	CHX_M4_12	false	148410765	148414136	chr5_148410765_148411080_+	chr5_148411238_148414136_+	true	14.849056	10					148411080	148411238	158	514.2129112410161	0.0	0.5389	0.2524	0.2424	0.2424	false	true	true	CHX
chr15_50936446_50936501_+	chr15	50936446	50936501	+	CE	CHX_M4_12	false	50934697	50941442	chr15_50934697_50936446_+	chr15_50936501_50941442_+	true	10.839286	7					50936446	50936501	55	515.0	0.0	0.5418	0.1798	0.1738	0.1738	false	true	true	CHX
chr9_6465744_6465846_+	chr9	6465744	6465846	+	CE	CHX_M4_12	false	6460791	6475391	chr9_6460791_6465744_+	chr9_6465846_6475391_+	true	57.203884	33					6465744	6465846	102	477.0	0.0	0.4272	0.5473	0.6036	0.4272	false	true	true	CHX
chr9_131486481_131486541_+	chr9	131486481	131486541	+	CE	CHX_M4_12	false	131486182	131487167	chr9_131486182_131486481_+	chr9_131486541_131487167_+	true	35.934425	29					131486481	131486541	60	486.0	0.0	0.4503	0.5108	0.4706	0.4503	false	true	true	CHX
chrX_55752246_55752401_+	chrX	55752246	55752401	+	CE	CHX_M4_12	false	55751196	55753392	chrX_55751196_55752246_+	chrX_55752401_55753392_+	true	4.518488	5					55752246	55752401	155	713.0	0.0	0.9524	0.1246	0.0418	0.0418	false	true	true	CHX
chr10_124962287_124962408_+	chr10	124962287	124962408	+	CE	CHX_M4_12	false	124943307	124966594	chr10_124943307_124962287_+	chr10_124962408_124966594_+	true	8.901639	8					124962287	124962408	121	696.0	0.0	0.938	0.2045	0.1456	0.1456	false	true	true	CHX
chr17_61953369_61953463_-	chr17	61953369	61953463	-	CE	CHX_M4_12	false	61953113	61955382	chr17_61953113_61953369_-	chr17_61953463_61955382_-	true	5.242105	6					61953369	61953463	94	537.0	0.0	0.608	0.1538	0.057	0.057	false	true	true	CHX
chr17_51067932_51068012_-	chr17	51067932	51068012	-	CE	CHX_M4_12	false	51056482	51079584	chr17_51056482_51067932_-	chr17_51068012_51079584_-	true	37.790123	35					51067932	51068012	80	639.0	0.0	0.8612	0.5626	0.4845	0.4845	false	true	true	CHX
chr13_69702145_69702207_-	chr13	69702145	69702207	-	CE	CHX_M4_12	false	69701761	69707625	chr13_69701761_69702145_-	chr13_69702207_69707625_-	true	33.46032	30					69702145	69702207	62	325.4796	0.0	0.2242	0.5195	0.4527	0.2242	false	true	true	CHX
