seqname	start	end	exon_id	strand	event_type	junction_id_l	junction_id_r	coord_prev	coord_next	novel_length	expr_exon	expr_junction	phastcons	meta	sample_count	GB_link
chr5	108897963	108898132	chr5_108897963_108898132_+	+	CE	chr5_108897848_108897963_+	chr5_108898132_108946130_+	108897848	108946130	169	5.3	4.33	550.0	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A108897838%2D108946140
chr10	91496205	91496372	chr10_91496205_91496372_+	+	3'AS	chr10_91493508_91496205_+	chr10_91496372_91498108_+	91493508	91498108	9	13.94	12.47	648.0	CHX,SS	15	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A91493498%2D91498118
chr9	6465744	6465846	chr9_6465744_6465846_+	+	CE	chr9_6460791_6465744_+	chr9_6465846_6475391_+	6460791	6475391	102	38.21	22.88	477.0	CHX,SS	16	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A6460781%2D6475401
chr17	59934434	59934528	chr17_59934434_59934528_+	+	5'AS	chr17_59934260_59934434_+	chr17_59934528_59935193_+	59934260	59935193	4	2.39	5.0	556.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A59934250%2D59935203
chr17	31201411	31201498	chr17_31201411_31201498_+	+	5'AS	chr17_31201159_31201411_+	chr17_31201498_31206240_+	31201159	31206240	13	2.1	5.0	518.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A31201149%2D31206250
chr6	42634248	42634294	chr6_42634248_42634294_+	+	CE	chr6_42632904_42634248_+	chr6_42634294_42635418_+	42632904	42635418	46	8.46	6.0	226.95	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A42632894%2D42635428
chr6	33293795	33293935	chr6_33293795_33293935_-	-	3'AS	chr6_33293699_33293795_-	chr6_33293935_33294034_-	33293699	33294034	19	9.56	7.33	486.0	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A33293689%2D33294044
chr20	21339020	21339088	chr20_21339020_21339088_+	+	3'AS	chr20_21334185_21339020_+	chr20_21339088_21340721_+	21334185	21340721	24	9.26	9.0	579.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A21334175%2D21340731
chr9	124994667	124994793	chr9_124994667_124994793_-	-	CE	chr9_124976186_124994667_-	chr9_124994793_124994934_-	124976186	124994934	126	3.37	3.0	606.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A124976176%2D124994944
chr17	51067932	51068012	chr17_51067932_51068012_-	-	CE	chr17_51056482_51067932_-	chr17_51068012_51079584_-	51056482	51079584	80	28.1	25.6	639.0	CHX,SS	10	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A51056472%2D51079594
chr11	119012115	119012254	chr11_119012115_119012254_+	+	3'AS	chr11_119012003_119012115_+	chr11_119012254_119013232_+	119012003	119013232	34	6.93	4.43	451.0	CHX,SS	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A119011993%2D119013242
chr1	116064436	116064512	chr1_116064436_116064512_+	+	5'AS	chr1_116062882_116064436_+	chr1_116064512_116066520_+	116062882	116066520	4	3.86	3.33	468.0	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A116062872%2D116066530
chr1	42278348	42278784	chr1_42278348_42278784_-	-	3'AS	chr1_42265189_42278348_-	chr1_42278784_42311050_-	42265189	42311050	112	4.62	4.6	736.0	CHX,SS	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A42265179%2D42311060
chr10	63215549	63215696	chr10_63215549_63215696_-	-	5'AS	chr10_63215455_63215549_-	chr10_63215696_63217207_-	63215455	63217207	4	3.59	4.25	604.0	CHX,SS	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A63215445%2D63217217
chr3	48421224	48421384	chr3_48421224_48421384_-	-	5'AS	chr3_48420956_48421224_-	chr3_48421384_48421674_-	48420956	48421674	4	4.08	4.33	524.0	CHX,SS	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A48420946%2D48421684
chr14	74771692	74771746	chr14_74771692_74771746_+	+	CE	chr14_74764362_74771692_+	chr14_74771746_74778447_+	74764362	74778447	54	6.42	5.67	581.0	CHX	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A74764352%2D74778457
chr16	57216107	57216177	chr16_57216107_57216177_+	+	5'AS	chr16_57213946_57216107_+	chr16_57216177_57216904_+	57213946	57216904	4	3.89	4.0	572.0	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A57213936%2D57216914
chr16	30722122	30722290	chr16_30722122_30722290_+	+	5'AS	chr16_30720978_30722122_+	chr16_30722290_30722963_+	30720978	30722963	4	7.75	7.0	631.0	CHX,SS	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A30720968%2D30722973
chr9	71700061	71700191	chr9_71700061_71700191_-	-	CE	chr9_71698204_71700061_-	chr9_71700191_71700642_-	71698204	71700642	130	11.01	8.0	475.4	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A71698194%2D71700652
chr2	170842569	170842654	chr2_170842569_170842654_+	+	5'AS	chr2_170836883_170842569_+	chr2_170842654_170844045_+	170836883	170844045	6	12.69	10.4	641.0	CHX	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A170836873%2D170844055
chr13	79366055	79366225	chr13_79366055_79366225_-	-	3'AS	chr13_79365718_79366055_-	chr13_79366225_79366633_-	79365718	79366633	30	13.04	12.75	634.0	CHX,SS	16	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A79365708%2D79366643
chr15	78275601	78275728	chr15_78275601_78275728_+	+	3'AS	chr15_78274424_78275601_+	chr15_78275728_78280045_+	78274424	78280045	10	21.16	28.0	623.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A78274414%2D78280055
chr13	45511765	45511871	chr13_45511765_45511871_+	+	5'AS	chr13_45509816_45511765_+	chr13_45511871_45516143_+	45509816	45516143	17	1.88	3.0	536.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A45509806%2D45516153
chr5	148411080	148411238	chr5_148411080_148411238_+	+	CE	chr5_148410765_148411080_+	chr5_148411238_148414136_+	148410765	148414136	158	16.41	9.0	514.21	CHX	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A148410755%2D148414146
chrX	55752227	55752353	chrX_55752227_55752353_+	+	CE	chrX_55751196_55752227_+	chrX_55752353_55753392_+	55751196	55753392	126	4.24	4.0	713.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A55751186%2D55753402
chr20	39010260	39010404	chr20_39010260_39010404_+	+	3'AS	chr20_39006356_39010260_+	chr20_39010404_39014880_+	39006356	39014880	20	2.14	4.5	417.0	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A39006346%2D39014890
chr22	38072434	38072610	chr22_38072434_38072610_+	+	3'AS	chr22_38071744_38072434_+	chr22_38072610_38073000_+	38071744	38073000	43	7.02	4.5	465.0	CHX,SS	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A38071734%2D38073010
chr12	62392256	62392387	chr12_62392256_62392387_+	+	3'AS	chr12_62391886_62392256_+	chr12_62392387_62393053_+	62391886	62393053	16	2.95	6.0	615.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A62391876%2D62393063
chr3	9434590	9434715	chr3_9434590_9434715_+	+	5'AS	chr3_9434485_9434590_+	chr3_9434715_9434824_+	9434485	9434824	85	19.05	17.0	884.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A9434475%2D9434834
chr1	108695702	108695780	chr1_108695702_108695780_+	+	5'AS	chr1_108692867_108695702_+	chr1_108695780_108696043_+	108692867	108696043	10	67.74	81.73	546.0	CHX,SS	15	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A108692857%2D108696053
chr6	122429993	122430148	chr6_122429993_122430148_+	+	CE	chr6_122427956_122429993_+	chr6_122430148_122431430_+	122427956	122431430	155	9.49	5.22	421.0	CHX	9	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A122427946%2D122431440
chr12	31325836	31325904	chr12_31325836_31325904_-	-	CE	chr12_31298224_31325836_-	chr12_31325904_31326024_-	31298224	31326024	68	4.97	4.0	312.6	SS	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A31298214%2D31326034
chr17	75002064	75002232	chr17_75002064_75002232_+	+	5'AS	chr17_75001489_75002064_+	chr17_75002232_75003183_+	75001489	75003183	4	5.68	4.71	512.0	CHX,SS	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A75001479%2D75003193
chr19	54114438	54114700	chr19_54114438_54114700_-	-	5'AS	chr19_54110121_54114438_-	chr19_54114700_54115247_-	54110121	54115247	4	5.98	6.0	530.0	CHX,SS	10	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A54110111%2D54115257
chr19	12658428	12658513	chr19_12658428_12658513_-	-	3'AS	chr19_12658344_12658428_-	chr19_12658513_12661260_-	12658344	12661260	3	6.34	8.0	480.0	CHX,SS	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A12658334%2D12661270
chr6	142820033	142820100	chr6_142820033_142820100_-	-	CE	chr6_142783615_142820033_-	chr6_142820100_142836935_-	142783615	142836935	67	7.6	7.0	601.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A142783605%2D142836945
chr10	74126126	74126355	chr10_74126126_74126355_-	-	5'AS	chr10_74124524_74126126_-	chr10_74126355_74129108_-	74124524	74129108	22	4.98	9.0	629.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A74124514%2D74129118
chr9	113286193	113286290	chr9_113286193_113286290_+	+	3'AS	chr9_113284389_113286193_+	chr9_113286290_113286705_+	113284389	113286705	39	27.54	27.25	555.0	CHX	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A113284379%2D113286715
chr1	154241700	154241797	chr1_154241700_154241797_+	+	CE	chr1_154241565_154241700_+	chr1_154241797_154243217_+	154241565	154243217	97	94.94	71.2	673.0	CHX	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A154241555%2D154243227
chr15	50452566	50452628	chr15_50452566_50452628_+	+	CE	chr15_50449485_50452566_+	chr15_50452628_50459000_+	50449485	50459000	62	8.13	4.0	428.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A50449475%2D50459010
chr12	112254043	112254189	chr12_112254043_112254189_-	-	3'AS	chr12_112252528_112254043_-	chr12_112254189_112256320_-	112252528	112256320	27	3.83	4.33	643.0	CHX,SS	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A112252518%2D112256330
chr6	111387765	111387916	chr6_111387765_111387916_-	-	3'AS	chr6_111381444_111387765_-	chr6_111387916_111388001_-	111381444	111388001	3	3.08	4.0	445.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A111381434%2D111388011
chr3	119437588	119437649	chr3_119437588_119437649_-	-	CE	chr3_119436978_119437588_-	chr3_119437649_119437755_-	119436978	119437755	61	11.65	7.5	726.0	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A119436968%2D119437765
chr1	44645407	44645488	chr1_44645407_44645488_+	+	3'AS	chr1_44645276_44645407_+	chr1_44645488_44649661_+	44645276	44649661	3	12.78	5.67	536.0	CHX,SS	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A44645266%2D44649671
chr2	53913871	53913931	chr2_53913871_53913931_-	-	CE	chr2_53910130_53913871_-	chr2_53913931_53919151_-	53910130	53919151	60	10.74	9.0	636.0	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A53910120%2D53919161
chr3	38216673	38216858	chr3_38216673_38216858_+	+	CE	chr3_38216151_38216673_+	chr3_38216858_38221578_+	38216151	38221578	185	37.74	39.0	243.21	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A38216141%2D38221588
chr14	69992384	69992473	chr14_69992384_69992473_+	+	3'AS	chr14_69977965_69992384_+	chr14_69992473_69994400_+	69977965	69994400	33	67.75	74.88	526.91	CHX,SS	16	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A69977955%2D69994410
chr1	20879282	20879520	chr1_20879282_20879520_-	-	5'AS	chr1_20865262_20879282_-	chr1_20879520_20886201_-	20865262	20886201	41	3.89	3.67	669.0	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A20865252%2D20886211
chr2	39286848	39286964	chr2_39286848_39286964_-	-	5'AS	chr2_39282554_39286848_-	chr2_39286964_39288121_-	39282554	39288121	4	2.24	3.0	510.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A39282544%2D39288131
chr13	32770651	32770761	chr13_32770651_32770761_+	+	3'AS	chr13_32770560_32770651_+	chr13_32770761_32773189_+	32770560	32773189	3	6.15	6.62	551.0	CHX,SS	13	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A32770550%2D32773199
chr16	47313729	47313836	chr16_47313729_47313836_-	-	3'AS	chr16_47311412_47313729_-	chr16_47313836_47365788_-	47311412	47365788	13	4.36	4.5	511.0	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A47311402%2D47365798
chr10	12825573	12825694	chr10_12825573_12825694_+	+	5'AS	chr10_12824552_12825573_+	chr10_12825694_12828769_+	12824552	12828769	4	4.62	4.0	451.0	CHX,SS	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A12824542%2D12828779
chr14	75654882	75654976	chr14_75654882_75654976_-	-	5'AS	chr14_75651889_75654882_-	chr14_75654976_75657370_-	75651889	75657370	4	3.82	4.0	524.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A75651879%2D75657380
chr7	74715123	74715166	chr7_74715123_74715166_+	+	CE	chr7_74714916_74715123_+	chr7_74715166_74716894_+	74714916	74716894	43	5.25	5.0	611.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A74714906%2D74716904
chr11	113760193	113760368	chr11_113760193_113760368_-	-	5'AS	chr11_113758706_113760193_-	chr11_113760368_113760513_-	113758706	113760513	16	7.25	8.0	616.0	CHX	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A113758696%2D113760523
chr5	5453116	5453212	chr5_5453116_5453212_+	+	CE	chr5_5447897_5453116_+	chr5_5453212_5454552_+	5447897	5454552	96	9.49	6.33	583.0	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A5447887%2D5454562
chr1	28696927	28697091	chr1_28696927_28697091_+	+	5'AS	chr1_28693045_28696927_+	chr1_28697091_28702438_+	28693045	28702438	7	7.07	7.0	606.0	CHX	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A28693035%2D28702448
chr3	154305090	154305168	chr3_154305090_154305168_-	-	5'AS	chr3_154304972_154305090_-	chr3_154305168_154306216_-	154304972	154306216	4	7.21	8.0	486.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A154304962%2D154306226
chr15	82821711	82821839	chr15_82821711_82821839_+	+	CE	chr15_82819488_82821711_+	chr15_82821839_82823100_+	82819488	82823100	128	89.14	46.0	525.0	CHX,SS	11	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A82819478%2D82823110
chr1	202735425	202735587	chr1_202735425_202735587_-	-	5'AS	chr1_202733886_202735425_-	chr1_202735587_202736213_-	202733886	202736213	4	1.84	3.0	477.53	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A202733876%2D202736223
chr7	32573110	32573418	chr7_32573110_32573418_+	+	3'AS	chr7_32570154_32573110_+	chr7_32573418_32575727_+	32570154	32575727	89	2.37	4.0	621.0	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A32570144%2D32575737
chr9	70276669	70276731	chr9_70276669_70276731_+	+	CE	chr9_70267975_70276669_+	chr9_70276731_70277310_+	70267975	70277310	62	7.19	6.0	512.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A70267965%2D70277320
chr16	30966820	30967060	chr16_30966820_30967060_+	+	3'AS	chr16_30966386_30966820_+	chr16_30967060_30967501_+	30966386	30967501	64	13.03	10.25	476.16	CHX,SS	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A30966376%2D30967511
