seqname	start	end	exon_id	strand	event_type	junction_id_l	junction_id_r	coord_prev	coord_next	novel_length	expr_exon	expr_junction	phastcons	meta	sample_count	GB_link
chr14	50287169	50287325	chr14_50287169_50287325_-	-	CE	chr14_50284033_50287169_-	chr14_50287325_50294115_-	50284033	50294115	156	4.79	4.0	17.39	CHX,SS	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A50284023%2D50294125
chr17	78441351	78441509	chr17_78441351_78441509_-	-	CE	chr17_78441199_78441351_-	chr17_78441509_78444604_-	78441199	78444604	158	6.83	3.0	0.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A78441189%2D78444614
chr3	108566042	108566078	chr3_108566042_108566078_-	-	CE	chr3_108565454_108566042_-	chr3_108566078_108566497_-	108565454	108566497	36	10.99	8.3	0.0	CHX,SS	10	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A108565444%2D108566507
chr1	147280026	147280202	chr1_147280026_147280202_+	+	5'AS	chr1_147276257_147280026_+	chr1_147280202_147284351_+	147276257	147284351	11	5.22	3.0	291.27	SS	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A147276247%2D147284361
chr20	38574774	38575034	chr20_38574774_38575034_+	+	5'AS	chr20_38574298_38574774_+	chr20_38575034_38575873_+	38574298	38575873	94	8.81	6.5	401.22	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A38574288%2D38575883
chr6	75621927	75621971	chr6_75621927_75621971_+	+	CE	chr6_75621625_75621927_+	chr6_75621971_75622751_+	75621625	75622751	44	10.59	5.5	29.18	CHX	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A75621615%2D75622761
chr7	99917772	99917885	chr7_99917772_99917885_-	-	CE	chr7_99916779_99917772_-	chr7_99917885_99919009_-	99916779	99919009	113	8.48	5.67	563.41	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A99916769%2D99919019
chr14	55394649	55394715	chr14_55394649_55394715_-	-	CE	chr14_55390992_55394649_-	chr14_55394715_55395940_-	55390992	55395940	66	15.34	7.83	131.4	CHX	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A55390982%2D55395950
chr3	119437588	119437649	chr3_119437588_119437649_-	-	CE	chr3_119436978_119437588_-	chr3_119437649_119437755_-	119436978	119437755	61	11.65	7.5	753.0	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A119436968%2D119437765
chr1	44645407	44645488	chr1_44645407_44645488_+	+	3'AS	chr1_44645276_44645407_+	chr1_44645488_44649661_+	44645276	44649661	3	12.78	5.67	539.0	CHX,SS	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A44645266%2D44649671
chrX	47566441	47566543	chrX_47566441_47566543_+	+	CE	chrX_47565350_47566441_+	chrX_47566543_47566639_+	47565350	47566639	102	10.44	6.75	28.82	CHX	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A47565340%2D47566649
chr4	17594332	17594394	chr4_17594332_17594394_+	+	CE	chr4_17588977_17594332_+	chr4_17594394_17595410_+	17588977	17595410	62	9.19	6.0	15.51	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A17588967%2D17595420
chr17	54903694	54903792	chr17_54903694_54903792_+	+	3'AS	chr17_54900923_54903694_+	chr17_54903792_54905489_+	54900923	54905489	14	9.02	6.0	363.52	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A54900913%2D54905499
chr9	71700061	71700191	chr9_71700061_71700191_-	-	CE	chr9_71698204_71700061_-	chr9_71700191_71700642_-	71698204	71700642	130	11.01	8.0	570.94	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A71698194%2D71700652
chrX	24987628	24987879	chrX_24987628_24987879_+	+	CE	chrX_24930549_24987628_+	chrX_24987879_24995805_+	24930549	24995805	251	10.29	9.0	12.53	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A24930539%2D24995815
chr2	74882972	74883107	chr2_74882972_74883107_+	+	CE	chr2_74882239_74882972_+	chr2_74883107_74885494_+	74882239	74885494	135	32.87	27.0	0.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A74882229%2D74885504
chr1	154241700	154241797	chr1_154241700_154241797_+	+	CE	chr1_154241565_154241700_+	chr1_154241797_154243217_+	154241565	154243217	97	94.94	71.2	0.0	CHX	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A154241555%2D154243227
chr2	170844961	170845050	chr2_170844961_170845050_+	+	CE	chr2_170844157_170844961_+	chr2_170845050_170845506_+	170844157	170845506	89	11.5	7.0	123.55	CHX	8	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A170844147%2D170845516
chr5	79511800	79511935	chr5_79511800_79511935_-	-	CE	chr5_79457018_79511800_-	chr5_79511935_79512770_-	79457018	79512770	135	9.32	3.0	38.29	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A79457008%2D79512780
chr17	45283114	45283266	chr17_45283114_45283266_-	-	CE	chr17_45274593_45283114_-	chr17_45283266_45284812_-	45274593	45284812	152	7.88	3.0	337.84	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A45274583%2D45284822
chr19	21161546	21161637	chr19_21161546_21161637_+	+	CE	chr19_21143643_21161546_+	chr19_21161637_21166335_+	21143643	21166335	91	7.12	3.0	0.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A21143633%2D21166345
chr2	227272949	227273121	chr2_227272949_227273121_+	+	5'AS	chr2_227270952_227272949_+	chr2_227273121_227276385_+	227270952	227276385	4	4.1	5.0	644.0	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A227270942%2D227276395
chr6	42974003	42974105	chr6_42974003_42974105_-	-	3'AS	chr6_42969987_42974003_-	chr6_42974105_42974875_-	42969987	42974875	19	6.04	6.0	357.1	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A42969977%2D42974885
chr17	37473732	37473801	chr17_37473732_37473801_+	+	CE	chr17_37471137_37473732_+	chr17_37473801_37474556_+	37471137	37474556	69	5.4	4.0	281.16	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A37471127%2D37474566
chr22	38072434	38072610	chr22_38072434_38072610_+	+	3'AS	chr22_38071744_38072434_+	chr22_38072610_38073000_+	38071744	38073000	43	7.02	4.5	294.17	CHX,SS	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A38071734%2D38073010
chr11	117359432	117359560	chr11_117359432_117359560_+	+	CE	chr11_117351988_117359432_+	chr11_117359560_117361835_+	117351988	117361835	128	7.28	5.0	4.16	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A117351978%2D117361845
chr5	14388613	14388683	chr5_14388613_14388683_+	+	5'AS	chr5_14387847_14388613_+	chr5_14388683_14389289_+	14387847	14389289	4	2.05	5.0	464.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A14387837%2D14389299
chr2	53913871	53913931	chr2_53913871_53913931_-	-	CE	chr2_53910130_53913871_-	chr2_53913931_53919151_-	53910130	53919151	60	10.74	9.0	804.0	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A53910120%2D53919161
chr17	58585172	58585256	chr17_58585172_58585256_-	-	CE	chr17_58584600_58585172_-	chr17_58585256_58585801_-	58584600	58585801	84	25.59	22.25	45.43	CHX	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A58584590%2D58585811
chr2	127501091	127501223	chr2_127501091_127501223_-	-	CE	chr2_127498237_127501091_-	chr2_127501223_127502815_-	127498237	127502815	132	10.59	7.0	0.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A127498227%2D127502825
chrX	24704097	24704176	chrX_24704097_24704176_+	+	CE	chrX_24703347_24704097_+	chrX_24704176_24704389_+	24703347	24704389	79	19.51	7.0	103.61	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A24703337%2D24704399
chr9	33934963	33935045	chr9_33934963_33935045_-	-	CE	chr9_33933628_33934963_-	chr9_33935045_33935839_-	33933628	33935839	82	25.41	17.25	5.68	CHX	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A33933618%2D33935849
chr15	82810572	82810709	chr15_82810572_82810709_+	+	CE	chr15_82810335_82810572_+	chr15_82810709_82813103_+	82810335	82813103	137	14.83	12.0	9.36	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A82810325%2D82813113
chr1	2393270	2393355	chr1_2393270_2393355_+	+	CE	chr1_2391958_2393270_+	chr1_2393355_2395784_+	2391958	2395784	85	43.93	34.29	0.0	CHX,SS	14	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A2391948%2D2395794
chr6	87499094	87499166	chr6_87499094_87499166_+	+	CE	chr6_87477539_87499094_+	chr6_87499166_87500508_+	87477539	87500508	72	4.71	3.0	29.69	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A87477529%2D87500518
chr12	92800881	92800921	chr12_92800881_92800921_-	-	CE	chr12_92799086_92800881_-	chr12_92800921_92801600_-	92799086	92801600	40	5.54	4.33	16.65	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A92799076%2D92801610
chr16	67752921	67753072	chr16_67752921_67753072_-	-	CE	chr16_67744455_67752921_-	chr16_67753072_67772034_-	67744455	67772034	151	4.05	3.0	23.28	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A67744445%2D67772044
chr14	72975551	72975752	chr14_72975551_72975752_-	-	3'AS	chr14_72974959_72975551_-	chr14_72975752_72977927_-	72974959	72977927	31	4.07	3.0	176.86	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A72974949%2D72977937
chr8	22123649	22123816	chr8_22123649_22123816_-	-	3'AS	chr8_22122879_22123649_-	chr8_22123816_22125311_-	22122879	22125311	3	9.77	11.18	286.07	CHX,SS	11	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A22122869%2D22125321
chr17	44154749	44154938	chr17_44154749_44154938_+	+	3'AS	chr17_44154664_44154749_+	chr17_44154938_44155286_+	44154664	44155286	104	18.14	16.0	263.57	CHX,SS	11	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A44154654%2D44155296
chr4	30726989	30727096	chr4_30726989_30727096_+	+	CE	chr4_30724596_30726989_+	chr4_30727096_30730753_+	30724596	30730753	107	3.51	4.0	17.79	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A30724586%2D30730763
chr7	55409525	55409781	chr7_55409525_55409781_+	+	CE	chr7_55401320_55409525_+	chr7_55409781_55411907_+	55401320	55411907	256	5.52	5.0	14.83	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A55401310%2D55411917
chr13	19660152	19660269	chr13_19660152_19660269_+	+	CE	chr13_19659289_19660152_+	chr13_19660269_19661698_+	19659289	19661698	117	7.97	4.0	0.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A19659279%2D19661708
chr12	432157	432215	chr12_432157_432215_+	+	CE	chr12_431954_432157_+	chr12_432215_433174_+	431954	433174	58	5.92	5.25	14.61	CHX,SS	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A431944%2D433184
chr7	6693657	6693709	chr7_6693657_6693709_-	-	CE	chr7_6692703_6693657_-	chr7_6693709_6697339_-	6692703	6697339	52	8.02	4.0	0.0	SS	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A6692693%2D6697349
chr13	24482147	24482288	chr13_24482147_24482288_-	-	CE	chr13_24478276_24482147_-	chr13_24482288_24484653_-	24478276	24484653	141	19.52	5.0	0.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A24478266%2D24484663
chr11	77356507	77356561	chr11_77356507_77356561_-	-	CE	chr11_77355842_77356507_-	chr11_77356561_77358898_-	77355842	77358898	54	4.35	5.0	0.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A77355832%2D77358908
chr11	108210280	108211211	chr11_108210280_108211211_-	-	CE	chr11_108197420_108210280_-	chr11_108211211_108222500_-	108197420	108222500	931	9.44	9.0	0.0	CHX	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A108197410%2D108222510
chr16	58542231	58542354	chr16_58542231_58542354_-	-	3'AS	chr16_58541620_58542231_-	chr16_58542354_58542428_-	58541620	58542428	19	17.48	7.0	681.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A58541610%2D58542438
chr5	43136669	43137958	chr5_43136669_43137958_+	+	CE	chr5_43123310_43136669_+	chr5_43137958_43139165_+	43123310	43139165	1289	26.21	19.0	2.27	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A43123300%2D43139175
chr15	48770179	48770281	chr15_48770179_48770281_-	-	CE	chr15_48769081_48770179_-	chr15_48770281_48772487_-	48769081	48772487	102	5.28	4.0	7.35	CHX,SS	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A48769071%2D48772497
chr4	185318771	185318939	chr4_185318771_185318939_+	+	CE	chr4_185310816_185318771_+	chr4_185318939_185320733_+	185310816	185320733	168	4.0	3.0	5.25	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A185310806%2D185320743
chr12	57398057	57398198	chr12_57398057_57398198_-	-	CE	chr12_57395818_57398057_-	chr12_57398198_57430720_-	57395818	57430720	141	4.65	3.0	0.0	CHX,SS	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A57395808%2D57430730
chr7	129454661	129454859	chr7_129454661_129454859_+	+	CE	chr7_129454527_129454661_+	chr7_129454859_129455244_+	129454527	129455244	198	5.9	3.5	73.63	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A129454517%2D129455254
chr16	69640144	69640256	chr16_69640144_69640256_+	+	CE	chr16_69626528_69640144_+	chr16_69640256_69646517_+	69626528	69646517	112	10.62	3.0	825.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A69626518%2D69646527
chr4	38980882	38980994	chr4_38980882_38980994_-	-	CE	chr4_38971137_38980882_-	chr4_38980994_38986336_-	38971137	38986336	112	7.12	3.0	40.39	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A38971127%2D38986346
chr13	69702145	69702207	chr13_69702145_69702207_-	-	CE	chr13_69701761_69702145_-	chr13_69702207_69707625_-	69701761	69707625	62	14.56	12.54	132.07	CHX,SS	13	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A69701751%2D69707635
chr2	105280382	105280742	chr2_105280382_105280742_-	-	3'AS	chr2_105277671_105280382_-	chr2_105280742_105284316_-	105277671	105284316	19	4.64	5.88	673.0	CHX,SS	8	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A105277661%2D105284326
chr19	11418671	11418801	chr19_11418671_11418801_-	-	3'AS	chr19_11417059_11418671_-	chr19_11418801_11419246_-	11417059	11419246	17	3.15	3.33	318.43	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A11417049%2D11419256
chr10	75168541	75168693	chr10_75168541_75168693_+	+	5'AS	chr10_75164740_75168541_+	chr10_75168693_75176066_+	75164740	75176066	35	3.42	3.0	245.57	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A75164730%2D75176076
chr5	140560313	140560526	chr5_140560313_140560526_-	-	3'AS	chr5_140558821_140560313_-	chr5_140560526_140560639_-	140558821	140560639	22	2.44	3.5	330.18	CHX,SS	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A140558811%2D140560649
chr8	102302271	102302481	chr8_102302271_102302481_-	-	CE	chr8_102300151_102302271_-	chr8_102302481_102304043_-	102300151	102304043	210	11.16	5.25	792.33	CHX	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A102300141%2D102304053
chr2	172584603	172584637	chr2_172584603_172584637_+	+	CE	chr2_172570824_172584603_+	chr2_172584637_172586278_+	172570824	172586278	34	4.89	4.0	55.38	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A172570814%2D172586288
chr5	37045443	37045603	chr5_37045443_37045603_+	+	5'AS	chr5_37044729_37045443_+	chr5_37045603_37046109_+	37044729	37046109	6	9.64	5.25	441.94	CHX,SS	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A37044719%2D37046119
chr11	74229878	74229942	chr11_74229878_74229942_+	+	CE	chr11_74225256_74229878_+	chr11_74229942_74230245_+	74225256	74230245	64	6.34	5.0	0.0	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A74225246%2D74230255
chr5	5453116	5453212	chr5_5453116_5453212_+	+	CE	chr5_5447897_5453116_+	chr5_5453212_5454552_+	5447897	5454552	96	9.49	6.33	401.27	CHX	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A5447887%2D5454562
chr2	112495897	112496028	chr2_112495897_112496028_+	+	CE	chr2_112494375_112495897_+	chr2_112496028_112501206_+	112494375	112501206	131	5.08	6.5	88.34	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A112494365%2D112501216
chrX	9073136	9073232	chrX_9073136_9073232_-	-	CE	chrX_9033075_9073136_-	chrX_9073232_9082579_-	9033075	9082579	96	6.46	6.0	52.6	SS	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A9033065%2D9082589
chr16	28166668	28167786	chr16_28166668_28167786_-	-	CE	chr16_28166585_28166668_-	chr16_28167786_28169750_-	28166585	28169750	1118	30.3	9.0	1.73	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A28166575%2D28169760
chr12	124356642	124356803	chr12_124356642_124356803_-	-	3'AS	chr12_124355571_124356642_-	chr12_124356803_124362126_-	124355571	124362126	21	18.6	17.2	319.87	CHX,SS	10	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A124355561%2D124362136
chr6	49488591	49488684	chr6_49488591_49488684_+	+	3'AS	chr6_49488471_49488591_+	chr6_49488684_49492144_+	49488471	49492144	16	6.29	7.0	161.33	CHX	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A49488461%2D49492154
chr7	45104538	45104746	chr7_45104538_45104746_-	-	3'AS	chr7_45103443_45104538_-	chr7_45104746_45105441_-	45103443	45105441	37	21.13	13.5	449.46	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A45103433%2D45105451
chr19	47205104	47205129	chr19_47205104_47205129_+	+	CE	chr19_47203740_47205104_+	chr19_47205129_47209159_+	47203740	47209159	25	28.38	21.0	0.0	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A47203730%2D47209169
chr1	9740658	9740774	chr1_9740658_9740774_-	-	CE	chr1_9737554_9740658_-	chr1_9740774_9741094_-	9737554	9741094	116	5.95	3.0	0.0	CHX	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A9737544%2D9741104
